,Unnamed: 0,id,segment_id,label_topic,aspect,opinion,sentiment
3191,,289.0,6.0,2.0,look,more chrome,neu
3192,,289.0,6.0,2.0,grill,single frame,neu
3193,,289.0,6.0,2.0,grill,different shape,neu
3194,,289.0,6.0,2.0,front,little bit wider splitter,pos
3195,,289.0,6.0,2.0,stance,more wider,pos
3196,,289.0,6.0,2.0,stance,more dynamic,pos
3197,,289.0,6.0,2.0,sound,much quieter cabin,pos
3198,,289.0,6.0,2.0,wood,different color,pos
3199,,289.0,6.0,2.0,interior design,class leading,pos
3200,1007.0,289.0,7.0,0.0,interior design,good,pos
3201,,289.0,7.0,0.0,engine,sense of top,pos
3202,,289.0,7.0,0.0,engine,like,pos
3203,,289.0,7.0,0.0,fuel economy,better,pos
3204,,289.0,7.0,0.0,horsepower,more,pos
3205,,289.0,7.0,0.0,torque,greater,pos
3206,,289.0,7.0,0.0,angular,even more,pos
3207,1008.0,289.0,8.0,2.0,styling,more sophisticated,pos
3208,1009.0,289.0,9.0,0.0,engine,improved,pos
3209,,289.0,9.0,0.0,sound,great,pos
3210,,289.0,9.0,0.0,uphill drive,great acceleration,pos
3211,,289.0,9.0,0.0,uphill drive,torque feel confident,pos
3212,,289.0,9.0,0.0,engine,good,pos
3213,1010.0,289.0,10.0,4.0,tyres,fattest,neu
3214,1011.0,289.0,11.0,0.0,engine notes,not enhance,neg
3215,,289.0,11.0,0.0,engine notes,noise cancellation,pos
3216,,289.0,11.0,0.0,engine notes,not harsh,pos
3217,,289.0,11.0,0.0,engine notes,cool,pos
3218,,289.0,11.0,0.0,engine notes,respect,pos
3219,1012.0,289.0,12.0,4.0,engine notes,very possible,pos
3220,1013.0,289.0,13.0,4.0,car,compromised between harshness and possibility,neu
3221,1014.0,289.0,14.0,6.0,overall,tightened up package,neg
3222,1015.0,289.0,15.0,4.0,car,lot more compliant,pos
3223,,289.0,15.0,4.0,car,a lot compliant,pos
3224,,289.0,15.0,4.0,suspension,five degrees softer,pos
3225,,289.0,15.0,4.0,bumps,does a better job of soaking,pos
3226,,289.0,15.0,4.0,handling,not quite sharp,neg
3227,,289.0,15.0,4.0,brakes,not quite grabby,neg
3228,,289.0,15.0,4.0,brakes,aren't as powerful,neg
3229,,289.0,15.0,4.0,car,designed to be luxurious,pos
3230,,289.0,15.0,4.0,door,four,neu
3231,,289.0,15.0,4.0,car,family sedan,pos
3232,,289.0,15.0,4.0,car,can be very sporting,pos
3233,1016.0,289.0,16.0,4.0,drive,fun,pos
3234,,289.0,16.0,4.0,drive,comfortable,pos
3235,1017.0,289.0,17.0,2.0,smell,good,pos
3236,,289.0,17.0,2.0,car,luxurious,pos
3237,,289.0,17.0,2.0,type,sedan,neu
3238,,289.0,17.0,2.0,car,family,pos
3239,1018.0,290.0,1.0,6.0,-,-,-
3240,1019.0,290.0,2.0,0.0,torque,amount greater,pos
3241,,290.0,2.0,0.0,torque,forces gassing horsepower,pos
3242,,290.0,2.0,0.0,horsepower,important,pos
3243,,290.0,2.0,0.0,sound,great,pos
3244,,290.0,2.0,0.0,sound,nothing like a lot of corn,pos
3245,1020.0,290.0,3.0,0.0,engine,proportionately blown away,pos
3246,,290.0,3.0,0.0,engine,absolutely bulletproof,pos
3247,,290.0,3.0,0.0,engine,phenomenal,pos
3248,,290.0,3.0,0.0,engine,unbeatable,pos
3249,,290.0,3.0,0.0,diesel engine,far more reliable,pos
3250,,290.0,3.0,0.0,diesel engine,long lasting,pos
3251,,290.0,3.0,0.0,diesel engine,doubled down,pos
3252,,290.0,3.0,0.0,drive,like a schmuck,pos
3253,1021.0,290.0,4.0,2.0,grill,big,pos
3254,,290.0,4.0,2.0,grill,classic,pos
3255,1022.0,290.0,5.0,9.0,headlights,cool led,pos
3256,,290.0,5.0,9.0,headlights,best in terms of doing led bling,pos
3257,,290.0,5.0,9.0,headlights,led bling changes quite often,neu
3258,,290.0,5.0,9.0,headlights,led bling change very obvious,neu
3259,,290.0,5.0,9.0,headlights,led bling change very obvious,neu
3260,,290.0,5.0,9.0,front headlights,change in a year,neu
3261,,290.0,5.0,9.0,front headlights,brilliant,pos
3262,1023.0,290.0,6.0,2.0,back,tasteful,pos
3263,,290.0,6.0,2.0,back,deserves a slap,pos
3264,,290.0,6.0,2.0,back,beautiful,pos
3265,,290.0,6.0,2.0,styling cars,never overweight,pos
3266,1024.0,290.0,7.0,0.0,engine,fantastic,pos
3267,,290.0,7.0,0.0,engine,should be fast,pos
3268,,290.0,7.0,0.0,engine,should be rocket,pos
3269,,290.0,7.0,0.0,engine,very little lust,neg
3270,1025.0,290.0,8.0,7.0,diesel engine,more expensive,neg
3271,1026.0,290.0,9.0,0.0,torque,get so much,pos
3272,,290.0,9.0,0.0,torque,getting a benefit,pos
3273,,290.0,9.0,0.0,turbo lag,little bit,neg
3274,,290.0,9.0,0.0,torque,linear,neu
3275,,290.0,9.0,0.0,torque,push back harder and harder,pos
3276,,290.0,9.0,0.0,power,more and more,pos
3277,,290.0,9.0,0.0,power,just effortless,pos
3278,,290.0,9.0,0.0,power,feel at any moment you can pass the nectcar,pos
3279,,290.0,9.0,0.0,power,pull a horse trailer in style and comfort,pos
3280,1027.0,290.0,10.0,0.0,-,-,-
3281,1028.0,290.0,11.0,1.0,sound,don't hear,neg
3282,,290.0,11.0,1.0,radio,hear,pos
3283,1029.0,290.0,12.0,0.0,sound,can't hear torque,neg
3284,,290.0,12.0,0.0,torque,can feel it,pos
3285,,290.0,12.0,0.0,power,can really feel,pos
3286,,290.0,12.0,0.0,power,won't hear,pos
3287,,290.0,12.0,0.0,size,little,neu
3288,,290.0,12.0,0.0,size,not that big,neu
3289,,290.0,12.0,0.0,torque,so much,pos
3290,,290.0,12.0,0.0,torque,pull your face off,pos
3291,1030.0,290.0,13.0,7.0,car,love,pos
3292,,290.0,13.0,7.0,price,expensive,pos
3293,,290.0,13.0,7.0,price,lot of money,pos
3294,1031.0,290.0,14.0,3.0,price,lot of money,pos
3295,,290.0,14.0,3.0,seats,not cool,neg
3296,,290.0,14.0,3.0,car,hot,pos
3297,1032.0,290.0,15.0,9.0,sunroof,really nice,pos
3298,,290.0,15.0,9.0,sunroof,panoramic,pos
3299,,290.0,15.0,9.0,sunroof,cool,pos
3300,,290.0,15.0,9.0,camera,coming way back down,neu
3301,1033.0,290.0,16.0,9.0,size,biggest,neu
3302,,290.0,16.0,9.0,size,takes up most of the car,pos
3303,1034.0,290.0,17.0,2.0,interior,best in class,pos
3304,,290.0,17.0,2.0,interior,feels little bit dated,neg
3305,,290.0,17.0,2.0,screen,feels bit too small,neg
3306,1035.0,290.0,18.0,8.0,interior,getting better,pos
3307,,290.0,18.0,8.0,interior,little bit too convoluted,neg
3308,1036.0,290.0,19.0,2.0,interior,everything feels expensive,pos
3309,,290.0,19.0,2.0,materials,nice to touch,pos
3310,,290.0,19.0,2.0,interior,older,neg
3311,,290.0,19.0,2.0,interior,aging,neg
3312,,290.0,19.0,2.0,interior,still better than lot of interiors,pos
3313,1037.0,290.0,20.0,6.0,competition,very crowded segment,pos
3314,,290.0,20.0,6.0,drive,my favorite,pos
3315,1038.0,290.0,21.0,4.0,car,not quite like sporty,neu
3316,,290.0,21.0,4.0,car,certainly sporty,pos
3317,,290.0,21.0,4.0,car,can really feel what the wheels are doing,pos
3318,,290.0,21.0,4.0,car,great sense of comfort,pos
3319,,290.0,21.0,4.0,steering,ideal,pos
3320,,290.0,21.0,4.0,seating position,ideal,pos
3321,1039.0,290.0,22.0,3.0,seats,excellent,pos
3322,,290.0,22.0,3.0,seats,very comfortable,pos
3323,1040.0,290.0,23.0,9.0,-,-,-
3324,1041.0,290.0,24.0,4.0,grip,relatively good,pos
3325,,290.0,24.0,4.0,mud,relatively good,pos
3326,,290.0,24.0,4.0,snow,relatively good,pos
3327,1042.0,290.0,25.0,2.0,interior,fantastic,pos
3328,1043.0,290.0,26.0,3.0,backseat,little tight,neg
3329,,290.0,26.0,3.0,knee room,loosing little bit,neg
3330,,290.0,26.0,3.0,seat,little tight,neg
3331,,290.0,26.0,3.0,legroom,seat kind of get stuck under the seat,neg
3332,1044.0,290.0,27.0,9.0,trunk,amazing,pos
3333,1045.0,290.0,28.0,9.0,trunk,big enough,pos
3334,1046.0,290.0,29.0,9.0,-,-,-
3335,1047.0,290.0,30.0,9.0,seat up,really impressive,pos
3336,,290.0,30.0,9.0,seat up,from back here,pos
3337,1048.0,290.0,31.0,3.0,trunk,everything feels so nice,pos
3338,,290.0,31.0,3.0,trunk,actually comfortable,pos
3339,1049.0,290.0,32.0,1.0,-,-,-
3340,1050.0,290.0,33.0,0.0,paddle shifters,ten to be slower,neg
3341,,290.0,33.0,0.0,0 to 60 time,crazy fast,pos
3342,,290.0,33.0,0.0,car,holding nicely,pos
3343,1051.0,290.0,34.0,0.0,0 to 60 time,identical,neu
3344,1052.0,290.0,35.0,6.0,-,-,-
3345,1053.0,290.0,36.0,0.0,sound,quiet,pos
3346,,290.0,36.0,0.0,power,good,pos
3347,,290.0,36.0,0.0,power plant,fantastic,pos
3348,,290.0,36.0,0.0,torque,has mileage,pos
3349,,290.0,36.0,0.0,engine,speed,pos
3350,,290.0,36.0,0.0,engine,everyone should have one like this,pos
3351,,290.0,36.0,0.0,fuel,diesel,neu
3352,1054.0,290.0,37.0,6.0,-,-,-
3353,1055.0,290.0,38.0,6.0,-,-,-
3354,1056.0,291.0,1.0,6.0,technology,bridge between latest technology and autonomous cars,pos
3355,,291.0,1.0,6.0,technology,latest,pos
3356,1057.0,291.0,2.0,6.0,version,long,neu
3357,,291.0,2.0,6.0,cabin,gentle smells of spring,pos
3358,,291.0,2.0,6.0,seat,massage feet,pos
3359,,291.0,2.0,6.0,seat,massage back,pos
3360,,291.0,2.0,6.0,drives,itself,pos
3361,1058.0,291.0,3.0,0.0,torque,confident,pos
3362,1059.0,291.0,4.0,0.0,power,bad boy needs a lot,pos
3363,1060.0,291.0,5.0,9.0,exhaust,don't like,neg
3364,,291.0,5.0,9.0,exhaust tips,fake,neg
3365,1061.0,291.0,6.0,0.0,0 to 60 time,felt pretty fast,pos
3366,,291.0,6.0,0.0,torque,rush towards start,pos
3367,,291.0,6.0,0.0,torque,dissipitated little bit towards the end,neg
3368,1062.0,291.0,7.0,6.0,-,-,-
3369,1063.0,291.0,8.0,8.0,experience,very bespoke,pos
3370,,291.0,8.0,8.0,experience,unique,pos
3371,,291.0,8.0,8.0,experience,custom,pos
3372,,291.0,8.0,8.0,profiles,several different,pos
3373,,291.0,8.0,8.0,features,different,pos
3374,,291.0,8.0,8.0,features,customized,pos
3375,,291.0,8.0,8.0,doors,electric,neu
3376,,291.0,8.0,8.0,doors,newest feature,pos
3377,,291.0,8.0,8.0,door open,gently put hand on the door,pos
3378,,291.0,8.0,8.0,door close,gentle,pos
3379,,291.0,8.0,8.0,events,coolest,pos
3380,,291.0,8.0,8.0,events,open and close as you walk in,pos
3381,,291.0,8.0,8.0,sound,incredibly silent,pos
3382,,291.0,8.0,8.0,events,incredibly cool,pos
3383,,291.0,8.0,8.0,car,cool party,pos
3384,,291.0,8.0,8.0,event,reclines into the dashboard,pos
3385,,291.0,8.0,8.0,wood,giant,neu
3386,,291.0,8.0,8.0,wood,very elegant,pos
3387,,291.0,8.0,8.0,wood,beautiful,pos
3388,,291.0,8.0,8.0,Google Earth,favorite,pos
3389,,291.0,8.0,8.0,Google Earth,can zoom in,pos
3390,,291.0,8.0,8.0,Google Earth,can zoom out,pos
3391,,291.0,8.0,8.0,screens,three different,pos
3392,,291.0,8.0,8.0,screens,customizable,pos
3393,,291.0,8.0,8.0,features,lot other,pos
3394,,291.0,8.0,8.0,screens,pretty configurable,pos
3395,,291.0,8.0,8.0,settings,400 different,neu
3396,,291.0,8.0,8.0,rpm,very small,neg
3397,,291.0,8.0,8.0,rpm,can make bigger,pos
3398,,291.0,8.0,8.0,guages,large,pos
3399,,291.0,8.0,8.0,car,can set up the way you like,pos
3400,,291.0,8.0,8.0,profiles,different,pos
3401,,291.0,8.0,8.0,profiles,memorize,pos
3402,,291.0,8.0,8.0,profiles,powerful way of customizing,pos
3403,,291.0,8.0,8.0,profiles,making car familiar to you,pos
3404,,291.0,8.0,8.0,smells,good,pos
3405,,291.0,8.0,8.0,fragrance,can set,pos
3406,,291.0,8.0,8.0,fragrance,really a preference,pos
3407,,291.0,8.0,8.0,touch screen,take stress out of driving,pos
3408,,291.0,8.0,8.0,touch screen,takes cognitive load off,pos
3409,,291.0,8.0,8.0,touch screen,bit more intuitive,pos
3410,,291.0,8.0,8.0,buttons,gotten rid of,neu
3411,,291.0,8.0,8.0,car,brand new,pos
3412,,291.0,8.0,8.0,writing pad,natural handwriting recognition,pos
3413,,291.0,8.0,8.0,car interaction,big upgrade,pos
3414,1064.0,291.0,9.0,8.0,display,wonderful,pos
3415,,291.0,9.0,8.0,display,giant sweeping piano black,pos
3416,,291.0,9.0,8.0,screen,privacy,neu
3417,,291.0,9.0,8.0,buttons,not hard wired,pos
3418,1065.0,291.0,10.0,4.0,display,lot of ways very elegant,pos
3419,,291.0,10.0,4.0,economy,basically level two,neu
3420,,291.0,10.0,4.0,autonomous driving,not much would keep this car from being fully autonomous,pos
3421,,291.0,10.0,4.0,drive,driving itself,pos
3422,,291.0,10.0,4.0,autonomous driving,depends on conditions,pos
3423,1066.0,291.0,11.0,2.0,front,classic Audi,neu
3424,,291.0,11.0,2.0,front,intersecting lines,neu
3425,,291.0,11.0,2.0,front,lots of angles,neu
3426,,291.0,11.0,2.0,front,very sharp,pos
3427,,291.0,11.0,2.0,front,very mordern,pos
3428,,291.0,11.0,2.0,back,changed quite a bit,neu
3429,,291.0,11.0,2.0,looks,feels like two different designers did the front in the back,neg
3430,,291.0,11.0,2.0,back,no more intersecting lines,neu
3431,,291.0,11.0,2.0,back,round,neu
3432,,291.0,11.0,2.0,back,not angular,neu
3433,,291.0,11.0,2.0,back,sort of looks like Lincoln continental,neu
3434,1067.0,291.0,12.0,3.0,headroom,plenty of,pos
3435,1068.0,291.0,13.0,8.0,backseat environment,lot of control,pos
3436,,291.0,13.0,8.0,control,best of,pos
3437,,291.0,13.0,8.0,control,so much,pos
3438,,291.0,13.0,8.0,backseat functions,not been able to learn,neg
3439,,291.0,13.0,8.0,car,luxury,pos
3440,,291.0,13.0,8.0,type,sedan,neu
3441,,291.0,13.0,8.0,comfort package,greatest thing,pos
3442,,291.0,13.0,8.0,seats,individua; reroute,neu
3443,,291.0,13.0,8.0,seats,sport,neu
3444,,291.0,13.0,8.0,controls,lot of,pos
3445,,291.0,13.0,8.0,seats,can recline a bit,pos
3446,,291.0,13.0,8.0,seats,lumbar,pos
3447,,291.0,13.0,8.0,rear seat control,remote,pos
3448,,291.0,13.0,8.0,remote control,nice thing,pos
3449,,291.0,13.0,8.0,seats,can adjust,pos
3450,,291.0,13.0,8.0,seats,massage,pos
3451,,291.0,13.0,8.0,massage programs,different,pos
3452,,291.0,13.0,8.0,massage,60 to 80 % more,pos
3453,,291.0,13.0,8.0,luxury,higher level of,pos
3454,,291.0,13.0,8.0,remote features,interesting,pos
3455,,291.0,13.0,8.0,reading lights,matrix,pos
3456,,291.0,13.0,8.0,reading lights,interesting,pos
3457,,291.0,13.0,8.0,reading lights,can set different size,pos
3458,,291.0,13.0,8.0,reading lights,can move around,pos
3459,,291.0,13.0,8.0,reading lights,nice idea,pos
3460,,291.0,13.0,8.0,front headlights,matrix beam,neu
3461,1069.0,291.0,14.0,9.0,-,-,-
3462,1070.0,291.0,15.0,8.0,seats,heated,pos
3463,,291.0,15.0,8.0,seats,cooled,pos
3464,,291.0,15.0,8.0,seats,got heating all four,pos
3465,,291.0,15.0,8.0,seats,massage all four,pos
3466,,291.0,15.0,8.0,seats,lumbar all four,pos
3467,,291.0,15.0,8.0,seats,ventilated,pos
3468,,291.0,15.0,8.0,seats,recline,pos
3469,,291.0,15.0,8.0,buttons,hardy hard,neg
3470,,291.0,15.0,8.0,front seats,can control from rear,pos
3471,,291.0,15.0,8.0,front seat control,cool,pos
3472,,291.0,15.0,8.0,seats,can move forward for more legroom,pos
3473,,291.0,15.0,8.0,utility,ski pass,pos
3474,,291.0,15.0,8.0,utility,can put snowboard,pos
3475,,291.0,15.0,8.0,control,pretty cool,pos
3476,,291.0,15.0,8.0,interior design philosophy,sophisticated,pos
3477,,291.0,15.0,8.0,interior design philosophy,simplistic,pos
3478,,291.0,15.0,8.0,controls,sliders instead of buttons,pos
3479,1071.0,291.0,16.0,7.0,technology,lot same as benteley,pos
3480,,291.0,16.0,7.0,price,either a bargain or very expensive,neu
3481,1072.0,291.0,17.0,0.0,power,most powerful,pos
3482,,291.0,17.0,0.0,engine,bigger,pos
3483,,291.0,17.0,0.0,engine,sense of power,pos
3484,,291.0,17.0,0.0,power,not unlimited,neu
3485,,291.0,17.0,0.0,engine,not a sense of world warping around,neu
3486,,291.0,17.0,0.0,engine,fast,neu
3487,,291.0,17.0,0.0,engine,not take your breadth away fast,neu
3488,,291.0,17.0,0.0,technology,so much needs to be powered,neu
3489,1073.0,291.0,18.0,9.0,grill,laser,neu
3490,,291.0,18.0,9.0,grill,lets car sense its environment,pos
3491,,291.0,18.0,9.0,sensors,suite of ultrasonic,pos
3492,1074.0,291.0,19.0,0.0,-,-,-
3493,1075.0,291.0,20.0,6.0,canyon,car will do it,pos
3494,,291.0,20.0,6.0,canyon,not exactly designed,neg
3495,,291.0,20.0,6.0,canyon,not happy not sad,neg
3496,1076.0,291.0,21.0,4.0,steering,dynamic rear wheel,neu
3497,,291.0,21.0,4.0,car,more nimble,pos
3498,,291.0,21.0,4.0,steering,front and back wheels steer,pos
3499,,291.0,21.0,4.0,steering,has benefits,pos
3500,,291.0,21.0,4.0,steering,all wheel,neu
3501,,291.0,21.0,4.0,corner handling,more accurately carve,pos
3502,,291.0,21.0,4.0,curvy road,more accurately carve a corner,pos
3503,,291.0,21.0,4.0,turning radius,much tighter,pos
3504,,291.0,21.0,4.0,turning radius,a lot,pos
3505,,291.0,21.0,4.0,turning radius,exact same as Audi A4,neu
3506,,291.0,21.0,4.0,size,by definition very large,pos
3507,1077.0,291.0,22.0,6.0,version,short,neu
3508,,291.0,22.0,6.0,car,German luxury,pos
3509,,291.0,22.0,6.0,Audi,would choose,pos
3510,,291.0,22.0,6.0,technology,silver bullet,pos
3511,,291.0,22.0,6.0,drive,all wheel,neu
3512,,291.0,22.0,6.0,car,kind of understated elegance,pos
3513,,291.0,22.0,6.0,car,elegant and understated combination of sportiness and luxury,pos
3514,,291.0,22.0,6.0,price,little too wealthy for old unit,neg
3515,1078.0,292.0,1.0,6.0,utility,of sedan,neu
3516,,292.0,1.0,6.0,car,sexiness of coupe,pos
3517,,292.0,1.0,6.0,utility,of hatchback,neu
3518,,292.0,1.0,6.0,back,sport,pos
3519,,292.0,1.0,6.0,type,all three coupe sedan hatchback mashed into one,pos
3520,1079.0,292.0,2.0,2.0,-,-,-
3521,1080.0,292.0,3.0,6.0,utility,of  sedan,neu
3522,,292.0,3.0,6.0,functionality,of hatchback,neu
3523,,292.0,3.0,6.0,room,of hatchback,neu
3524,,292.0,3.0,6.0,car,sport back,neu
3525,1081.0,292.0,4.0,2.0,profile,special,pos
3526,1082.0,292.0,5.0,9.0,type,hatchback,neu
3527,1083.0,292.0,6.0,2.0,car,lot sexier than A4 and A5,pos
3528,,292.0,6.0,2.0,body,much sexier on top of it,pos
3529,1084.0,292.0,7.0,9.0,back,sport,neu
3530,,292.0,7.0,9.0,front doors,relatively short,pos
3531,1085.0,292.0,8.0,3.0,doors,relatively short,neg
3532,,292.0,8.0,3.0,get in and out,little tricker,neg
3533,1086.0,292.0,9.0,0.0,back,sport,neu
3534,1087.0,292.0,10.0,0.0,drive,all four wheel,neu
3535,1088.0,292.0,11.0,6.0,-,-,-
3536,1089.0,292.0,12.0,3.0,roof,lower,neu
3537,,292.0,12.0,3.0,roof,sexier,pos
3538,,292.0,12.0,3.0,get in,hard,neg
3539,,292.0,12.0,3.0,get out,hard,neg
3540,1090.0,292.0,13.0,3.0,get in,crane my neck a little to get back,neg
3541,,292.0,13.0,3.0,back,not too bad,neu
3542,,292.0,13.0,3.0,room,okay,neu
3543,,292.0,13.0,3.0,headroom,not a place I want to take road trip,neg
3544,,292.0,13.0,3.0,back,more comfortable than you think,pos
3545,,292.0,13.0,3.0,roof,has roofline,neu
3546,1091.0,292.0,14.0,0.0,mpg,rather remarkable,neu
3547,1092.0,292.0,15.0,6.0,navigation,fancy,pos
3548,,292.0,15.0,6.0,wood,beautiful,pos
3549,,292.0,15.0,6.0,stuff,expensive,pos
3550,,292.0,15.0,6.0,vehicle,premium,pos
3551,,292.0,15.0,6.0,utility,A4,pos
3552,,292.0,15.0,6.0,functionality,A4,pos
3553,,292.0,15.0,6.0,sexiness,A5 coop,pos
3554,,292.0,15.0,6.0,car,completely different,pos
3555,,292.0,15.0,6.0,car,beauty,pos
3556,,292.0,15.0,6.0,car,combining coupe with sedan,pos
3557,1093.0,292.0,16.0,9.0,-,-,-
3558,1094.0,292.0,17.0,2.0,design,very dynamic,pos
3559,,292.0,17.0,2.0,design,functional,pos
3560,,292.0,17.0,2.0,look,kind of sexy,pos
3561,,292.0,17.0,2.0,look,stretched out,pos
3562,,292.0,17.0,2.0,look,coop lines,neu
3563,,292.0,17.0,2.0,style,proper,pos
3564,1095.0,292.0,18.0,9.0,-,-,-
3565,1096.0,292.0,19.0,6.0,car,fantastic,pos
3566,1097.0,292.0,20.0,0.0,torque,immediate amount,pos
3567,,292.0,20.0,0.0,turbo lag,little,neg
3568,,292.0,20.0,0.0,transmission,dual clutch,neu
3569,,292.0,20.0,0.0,launch,evenly off the line,pos
3570,,292.0,20.0,0.0,S5 sport back torque,so much,pos
3571,,292.0,20.0,0.0,S5 sport back launch,very hard to get it smooth,neg
3572,,292.0,20.0,0.0,drives,the way it handles,pos
3573,1098.0,292.0,21.0,4.0,A5 sport back,love,pos
3574,,292.0,21.0,4.0,A5 sport back,very similar to A4,neu
3575,,292.0,21.0,4.0,car,very confidence inspiring,pos
3576,,292.0,21.0,4.0,handling,very neutral,neu
3577,,292.0,21.0,4.0,Quattro system,all wheather capability,pos
3578,,292.0,21.0,4.0,Quattro system,all wheather confidence,pos
3579,,292.0,21.0,4.0,drives,feel like rear wheel,neu
3580,,292.0,21.0,4.0,steering,missing a little bit of sporting,neg
3581,,292.0,21.0,4.0,sport mode steering,heavy,neu
3582,,292.0,21.0,4.0,sport mode shift,little bit later,neg
3583,,292.0,21.0,4.0,steering,not necessarily more communicative,neg
3584,1099.0,292.0,22.0,1.0,steering,electronic,neu
3585,,292.0,22.0,1.0,steering,falls down,neg
3586,,292.0,22.0,1.0,navigation,favorite feature,pos
3587,,292.0,22.0,1.0,navigation,configurable,pos
3588,,292.0,22.0,1.0,navigation,so tomorrow,pos
3589,,292.0,22.0,1.0,Audi,new,pos
3590,,292.0,22.0,1.0,navigation,well,pos
3591,1100.0,292.0,23.0,6.0,generation,second,neu
3592,,292.0,23.0,6.0,purchase,easy go for it,pos
3593,,292.0,23.0,6.0,utility,love,pos
3594,,292.0,23.0,6.0,utility,of hatchback,pos
3595,,292.0,23.0,6.0,car,sexiness of coupe,pos
3596,1101.0,292.0,24.0,9.0,boot capacity,all that room,pos
3597,,292.0,24.0,9.0,boot capacity,can get kayak,pos
3598,,292.0,24.0,9.0,boot capacity,can get bike,pos
3599,,292.0,24.0,9.0,seats,folding,pos
3600,1102.0,292.0,25.0,9.0,-,-,-
3601,1103.0,293.0,1.0,6.0,engine,pretty,pos
3602,,293.0,1.0,6.0,Audi,brand new,pos
3603,1104.0,293.0,2.0,9.0,badge,little,neu
3604,,293.0,2.0,9.0,badge,tiny,neu
3605,,293.0,2.0,9.0,air intakes,lower,neu
3606,,293.0,2.0,9.0,headlights,new,pos
3607,,293.0,2.0,9.0,horsepower,kind of confusing,neg
3608,,293.0,2.0,9.0,horsepower,not terrible really,neg
3609,,293.0,2.0,9.0,mirror,chrome,neu
3610,,293.0,2.0,9.0,mirror,lovely,pos
3611,,293.0,2.0,9.0,exhaust,premium looking,pos
3612,,293.0,2.0,9.0,exhaust,bad ass,pos
3613,,293.0,2.0,9.0,exhaust,pretty sweet,pos
3614,,293.0,2.0,9.0,exhaust,looks pretty bad ass,pos
3615,,293.0,2.0,9.0,exhaust,poking,neu
3616,1105.0,293.0,3.0,0.0,0 to 60,under five seconds,neg
3617,1106.0,293.0,4.0,6.0,-,-,-
3618,1107.0,293.0,5.0,9.0,back room,not too bad,neu
3619,,293.0,5.0,9.0,body,very small,neg
3620,,293.0,5.0,9.0,body,not really big,neg
3621,,293.0,5.0,9.0,room,enough,neu
3622,,293.0,5.0,9.0,back,surprisingly deep,pos
3623,,293.0,5.0,9.0,back,can move back little bit,pos
3624,1108.0,293.0,6.0,6.0,looks,marvelous,pos
3625,1109.0,293.0,7.0,1.0,steering wheel,flat bottom,neu
3626,,293.0,7.0,1.0,dual clutch,unavailable,neg
3627,1110.0,293.0,8.0,3.0,back comfort,not bad,neu
3628,1111.0,293.0,9.0,4.0,comfort,not bad,neg
3629,,293.0,9.0,4.0,car,sports,pos
3630,,293.0,9.0,4.0,car,hard,neu
3631,,293.0,9.0,4.0,car,precise,pos
3632,,293.0,9.0,4.0,car,bumps,neu
3633,,293.0,9.0,4.0,car,jumps,neu
3634,,293.0,9.0,4.0,sound,rattles your teeth,neu
3635,,293.0,9.0,4.0,corner handlig,fast,pos
3636,,293.0,9.0,4.0,corner handling,flat,pos
3637,,293.0,9.0,4.0,car,not bad,neu
3638,1112.0,293.0,10.0,0.0,-,-,-
3639,1113.0,293.0,11.0,6.0,-,-,-
3640,1114.0,293.0,12.0,6.0,-,-,-
3641,1115.0,293.0,13.0,6.0,car,convertible,pos
3642,,293.0,13.0,6.0,car,enjoy wide open road,pos
3643,,293.0,13.0,6.0,car,feel classic wind in your hair,pos
3644,,293.0,13.0,6.0,driving experience,not missing out on anything,pos
3645,1116.0,294.0,1.0,6.0,BMW,ultimate drive machine,pos
3646,,294.0,1.0,6.0,offroad,can be good,pos
3647,1117.0,294.0,2.0,4.0,-,-,-
3648,1118.0,294.0,3.0,5.0,-,-,-
3649,1119.0,294.0,4.0,4.0,-,-,-
3650,1120.0,294.0,5.0,0.0,-,-,-
3651,1121.0,294.0,6.0,1.0,parking assist,little annoying,neg
3652,1122.0,294.0,7.0,0.0,offroading traction control,advanced,pos
3653,,294.0,7.0,0.0,offroading traction control,electronic,pos
3654,,294.0,7.0,0.0,offroadinfg,just fine,pos
3655,1123.0,294.0,8.0,9.0,tire,all season,neu
3656,,294.0,8.0,9.0,tire,very popular with German brands,pos
3657,,294.0,8.0,9.0,tire,relatively good for offroad,pos
3658,,294.0,8.0,9.0,offroader,light,neu
3659,,294.0,8.0,9.0,offroad,would have to upgrade these tires to an all terrain tire,neg
3660,1124.0,294.0,9.0,7.0,-,-,-
3661,1125.0,294.0,10.0,2.0,offroad,not vehicle designed for it,neu
3662,1126.0,294.0,11.0,4.0,offroad,actually not bad,pos
3663,,294.0,11.0,4.0,air suspension,lucky,pos
3664,,294.0,11.0,4.0,height,can raise or lower the vehicle,pos
3665,,294.0,11.0,4.0,vehicle lowest setting,pretty miserable for offroading,neg
3666,1127.0,294.0,12.0,5.0,departure angle,better,pos
3667,,294.0,12.0,5.0,sight,does well,pos
3668,,294.0,12.0,5.0,camera,cool,pos
3669,,294.0,12.0,5.0,camera,full 360 degree,neu
3670,,294.0,12.0,5.0,camera,can see over the top of the hill,pos
3671,,294.0,12.0,5.0,BMW X5,new,pos
3672,,294.0,12.0,5.0,price,very expensive,neg
3673,,294.0,12.0,5.0,camera,relatively high definition,pos
3674,,294.0,12.0,5.0,camera,does a really good job,pos
