id,aspect,opinion,sentiment,category,label_topic
276,SL,does everything,pos,general-information,6
276,top cover,stupid,neg,exterior-features,9
276,technology,so much,pos,interior-features,1
276,-,-,-,unknown,-1
276,seats,heated,pos,comfort,3
276,seats,cooled,pos,comfort,3
276,air scarf,blow gentle breeze,pos,comfort,3
276,car,every creature comfort,pos,comfort,3
276,Magic sky Control,biggest party trick,pos,interior-features,1
276,sunroof,cool,pos,exterior-features,9
276,Mercedes-Benz,sign of power,pos,general-information,6
276,Mercedes-Benz,sign of wealth,pos,general-information,6
276,Mercedes-Benz,sign of prestige,pos,general-information,6
276,torque,huge smile,pos,performance,0
276,car seat,fast lane,pos,general-information,6
276,sound,better,pos,performance,0
276,sound,better than forsooth,pos,performance,0
277,price,least expensive SL,pos,cost,7
277,power,least powerful SL,neg,performance,0
277,-,-,-,unknown,-1
277,-,-,-,unknown,-1
277,engine,smallest,neg,performance,0
277,sport mode,faster than comfort mode,pos,handling,4
277,car,potentially slower than Mercedes,neg,performance,0
277,sport mode,faster than comfort mode,neu,handling,4
277,control,lot of different variables,pos,handling,4
277,exhaust note,changes,neu,performance,0
277,exhaust note,baffles open,pos,performance,0
277,exhaust note,changes,pos,performance,0
277,sound,better,pos,performance,0
277,sport mode,slower than comfort,neg,handling,4
277,SL,least luxurious,neg,quality-aesthetic,2
277,power,least powerful,neg,performance,0
277,options,stuffed full of,pos,cost,7
277,door,soft closed,pos,interior-features,1
277,roof,magic,pos,exterior-features,9
277,roof,transparent,pos,exterior-features,9
277,roof,transforms how much light comes into the cabin,pos,exterior-features,9
277,seats,massaging,pos,comfort,3
277,air scarf,wops warm air,pos,comfort,3
277,turbos,spool up,neu,performance,0
277,accelerations,mode have no direct impact,neu,performance,0
277,mile above sea level,slower,neg,performance,0
277,-,-,-,unknown,-1
277,car,pretty darn luxurious,pos,quality-aesthetic,2
277,car,pretty darn fast,pos,performance,0
277,car,perfect for sweet 16 gift,pos,general-information,6
277,car,still fast,pos,performance,0
277,car,still safe,pos,safety,5
277,car,still fun to drive,pos,general-information,6
277,car,fast lane,pos,general-information,6
277,Mercedes,perfect sweet 16,pos,general-information,6
277,-,-,-,unknown,-1
278,car,absolutely gorgeous,pos,quality-aesthetic,2
278,headlights,led accents,pos,quality-aesthetic,2
278,BMW,best accents,pos,quality-aesthetic,2
278,Mercedes-Benz accents,topped them all,pos,quality-aesthetic,2
278,drive,all wheel,neu,handling,4
278,tyres,summer,neu,exterior-features,9
278,tyres,absolutely useless in snow,neg,exterior-features,9
278,drive,all four wheels,neu,performance,0
278,sea level,faster,pos,performance,0
278,0 to 60 time,surprising,neu,performance,0
278,0 to 60 time,fast,pos,performance,0
278,control,unfortunately computer does more controlling of the vehicle,neg,user-experience,8
278,car,modern,pos,user-experience,8
278,torque,way stronger,pos,performance,0
278,sound,better,pos,performance,0
278,-,-,-,unknown,-1
278,0 to 60 time,boring,neg,performance,0
278,0 to 60 time,identical,neu,performance,0
278,acceleration,fastest possible,pos,performance,0
278,gear shift,as quickly as possible,pos,handling,4
278,car,gives you all the beans in either mode,neu,handling,4
278,-,-,-,unknown,-1
278,seatbelt,hands you like a butler,pos,user-experience,8
278,seatbelt,tightens when you start the engine,pos,user-experience,8
278,seatbelt,interesting,pos,user-experience,8
278,car,fast lane,pos,general-information,6
278,power allocation,cool,pos,performance,0
279,looks,badass,pos,quality-aesthetic,2
279,vehicle,vicious,pos,quality-aesthetic,2
279,-,-,-,unknown,-1
279,engine,heavily heavily modified,pos,performance,0
279,engine,able to propel that weighs heavily on,pos,performance,0
279,weight,tons like God,neu,performance,0
279,car,like a scalded cat,pos,performance,0
279,traction control,really intrusive,neg,handling,4
279,traction control,problem,neg,handling,4
279,wheels,big,neu,exterior-features,9
279,wheels,do a lot more,pos,exterior-features,9
279,exterior design,lot more bulky,pos,quality-aesthetic,2
279,height,lower looking vehicle,neu,exterior-features,9
279,looks,blow through a border into another country very quickly,pos,performance,0
279,wheels,amazing,pos,exterior-features,9
279,wheels,beautiful,pos,exterior-features,9
279,wheels,fantastic,pos,exterior-features,9
279,height,a little low,neu,exterior-features,9
279,car,lot of street presence,pos,quality-aesthetic,2
279,looks,a bit more purposeful,pos,quality-aesthetic,2
279,steering,heavy,neg,handling,4
279,steering weight,okay,neu,handling,4
279,rear end,out a little bit,neu,exterior-features,9
279,-,-,-,unknown,-1
279,exterior,gangster,pos,quality-aesthetic,2
279,engine,gangster,pos,performance,0
279,interior,boss,pos,interior-features,1
279,interior,one of the nicest,pos,interior-features,1
279,interior,outdone themselves,pos,interior-features,1
279,seats,most comfortable,pos,comfort,3
279,interior,fantastic place,pos,quality-aesthetic,2
279,interior,beautiful wood,pos,quality-aesthetic,2
279,interior,dark wood,pos,quality-aesthetic,2
279,leather,dark,neu,quality-aesthetic,2
279,interior,raised white stitching,neu,quality-aesthetic,2
279,head rest not put up,pain,neg,comfort,3
279,seating,honestly uncomfortable,neg,comfort,3
279,third row space,little bit,neg,comfort,3
279,third row space,not good enough for adult,neg,comfort,3
279,get in and out,terrified of hurting the seats,neg,comfort,3
279,car,was faster,pos,performance,0
279,sea level,second slower,neg,performance,0
279,car,"still really , really , really , really , really fast",pos,performance,0
279,car,quick,pos,performance,0
279,power,so much,pos,performance,0
279,weight,pretty much close,pos,performance,0
279,weight,heavier  than a lot of pickup trucks,pos,performance,0
279,weight,lot of meat,pos,performance,0
279,towing,just weird,pos,general-information,6
279,seats,fall down with a push of a button,pos,exterior-features,9
279,seats,do fall flat,pos,exterior-features,9
279,space,lot of extra underneath seats,pos,exterior-features,9
279,down storage,just an inflation kit,neu,exterior-features,9
279,down storage,great place to keep weapons,pos,exterior-features,9
279,utility,really does have,pos,exterior-features,9
279,comfort,ton of,pos,comfort,3
279,-,-,-,unknown,-1
279,engine note,glorious,pos,performance,0
279,-,-,-,unknown,-1
279,car,what a beast,pos,general-information,6
279,car,angry crossover SUV,pos,quality-aesthetic,2
279,car,too many solid things,pos,general-information,6
279,car,bigger,pos,general-information,6
279,car,better,pos,general-information,6
279,car,meaner,pos,quality-aesthetic,2
279,price,lot of money,neg,cost,7
279,-,-,-,unknown,-1
279,-,-,-,unknown,-1
279,drive,a lot easier,pos,handling,4
279,weight,three tons,neu,general-information,6
279,corner,horrible done,neg,handling,4
279,car,beast,neg,general-information,6
279,purchase,like but realistically not buy,neg,general-information,6
279,size,too big,neg,general-information,6
279,size,too much,neg,general-information,6
279,purchase,would lease,pos,general-information,6
279,vehicle,awesome around the track,pos,handling,4
279,size,so big,neg,general-information,6
279,car,mean,neg,quality-aesthetic,2
280,Mercedes-Benz,brand new,pos,general-information,6
280,engine choices,new,pos,general-information,6
280,exterior styling,new,pos,quality-aesthetic,2
280,interior,new,pos,quality-aesthetic,2
280,-,-,-,unknown,-1
280,looks,lot like S class,neu,quality-aesthetic,2
280,looks,baby s class strong family resemblance,neu,quality-aesthetic,2
280,aluminium,new,neu,quality-aesthetic,2
280,external panel,pretty much every aluminium,pos,quality-aesthetic,2
280,weight,lighter,pos,performance,0
280,torque,lot of,pos,performance,0
280,power,lot of,pos,performance,0
280,drive,all four wheels,neu,performance,0
280,Big Boy Twin Turbo,really good,pos,performance,0
280,horsepower,quite frankly phenomenal,pos,performance,0
280,C class,by far the most elegant,pos,quality-aesthetic,2
280,C class,nicest in my mind,pos,quality-aesthetic,2
280,BMW,little too austere,neg,quality-aesthetic,2
280,Audi,little long in the tooth,neg,quality-aesthetic,2
280,interior,elegant,pos,quality-aesthetic,2
280,interior,stylish,pos,quality-aesthetic,2
280,interior,soft,pos,quality-aesthetic,2
280,interior,looks expensive,pos,quality-aesthetic,2
280,interior,expensive,pos,quality-aesthetic,2
280,feels,a lot bigger,neu,handling,4
280,drives,a lot bigger,neu,handling,4
280,size,more of an e class than c class,neu,general-information,6
280,theme,more luxurious one,pos,quality-aesthetic,2
280,weight,lighter,pos,performance,0
280,size,bigger,neu,handling,4
280,back,lot more room,pos,comfort,3
280,back,four inches longer,pos,comfort,3
280,knee room,more,pos,comfort,3
280,legroom,more,pos,comfort,3
280,car,more of an eclass,pos,general-information,6
280,headroom,little bit tight,neg,comfort,3
280,sunroof,panoramic,pos,exterior-features,9
280,sunroof,cool,pos,exterior-features,9
280,turbo lag,little bit,neg,performance,0
280,torque,oh my gosh,pos,performance,0
280,torque,just kicks in,pos,performance,0
280,torque,feels phenomenal,pos,performance,0
280,size,lot bigger,neu,handling,4
280,car,more of a touring,pos,handling,4
280,car,luxury,pos,quality-aesthetic,2
280,settings,obligatory,neu,handling,4
280,air suspension,works,pos,handling,4
280,horsepower,would like more in sports plus mode,neg,performance,0
280,safety features,full suite,pos,safety,5
280,drive itself,hit the brakes for you,pos,safety,5
280,drive itself,really cool stuff,pos,safety,5
280,steering,active,pos,safety,5
280,technology,sweet,pos,safety,5
280,-,-,-,unknown,-1
280,design,characteristics from S class,pos,quality-aesthetic,2
280,car,something customers are looking for,pos,general-information,6
280,quality,different,neu,quality-aesthetic,2
280,fit,different,neu,quality-aesthetic,2
280,finish,different,neu,quality-aesthetic,2
280,drive,all wheel,neu,performance,0
280,drive version,interesting,pos,performance,0
280,car,luxurious,pos,quality-aesthetic,2
280,price,more expensive,neg,cost,7
280,touch pad,big news,pos,user-experience,8
280,command system,old Mercedes,neu,user-experience,8
280,command system,still works,neu,user-experience,8
280,screen,little bit bigger,pos,user-experience,8
280,touch pad,cross between an iPhone,pos,user-experience,8
280,system,nice,pos,user-experience,8
280,system,like,pos,user-experience,8
280,steering,electronic,neu,handling,4
280,steering,weighted nicely,pos,handling,4
280,steering,good sense of what wheels are doing,pos,handling,4
280,drive,push the car around confidently,pos,handling,4
280,slow road,poise,pos,handling,4
280,feels,rock solid,pos,handling,4
280,feels,on rails,pos,handling,4
280,steering wheel,love,pos,interior-features,1
280,receiving position,comfortable,pos,comfort,3
280,receiving position,sporty,pos,comfort,3
280,sound,impressed with how quiet,pos,comfort,3
280,sound,extra lengths to make it quiet,pos,comfort,3
280,camera on the roof,little bit of whistle,neu,comfort,3
280,power,lot of,pos,performance,0
280,sound,not a lot of,pos,performance,0
280,BMW,most luxurious,pos,quality-aesthetic,2
280,Audi A4,oldest,neg,general-information,6
280,Alexis I,size smaller,neu,general-information,6
280,Alexis I,much more nimble,pos,general-information,6
280,car,chocolate luxury flavour ice cream,pos,quality-aesthetic,2
280,overall,very impressed,pos,general-information,6
280,car,best sense of German Automobiles,pos,general-information,6
280,weight,lighter than its predecessor,pos,general-information,6
280,-,-,-,unknown,-1
280,handling,better,pos,handling,4
280,performance,better,pos,performance,0
280,fuel economy,increases,pos,performance,0
280,-,-,-,unknown,-1
280,drive,very different,pos,handling,4
280,car,heavier,neu,handling,4
280,size,bigger,pos,general-information,6
280,weight,lighter,pos,performance,0
280,size,bigger,pos,general-information,6
280,looks,more handsome,pos,quality-aesthetic,2
280,weight,lighter,pos,performance,0
280,car,happy owning,pos,general-information,6
280,drive,need to spend a little more time behind the wheel,pos,handling,4
280,car,great for Colorado mountains,pos,handling,4
280,brakes,love,pos,handling,4
280,brakes,love,pos,handling,4
280,brakes,feels planted,pos,handling,4
280,brakes,feel solid,pos,handling,4
280,car,about right,pos,general-information,6
280,car,about being grand touring,pos,general-information,6
280,car,comfortable,pos,comfort,3
280,car,luxurious,pos,quality-aesthetic,2
280,inside,everything makes you feel special,pos,quality-aesthetic,2
280,inside,nice touches,pos,quality-aesthetic,2
280,events,not great,neg,quality-aesthetic,2
280,wood grain,really bad,neg,quality-aesthetic,2
280,steering wheel,really bad,neg,quality-aesthetic,2
280,inside,crazy,neg,quality-aesthetic,2
280,inside,comfortable,pos,comfort,3
280,car,comfortable,pos,comfort,3
280,car,comfortable for big guy,pos,comfort,3
281,car,sexy,pos,quality-aesthetic,2
281,car,magical,pos,quality-aesthetic,2
281,doors,two,neu,general-information,6
281,doors,lengthen,neu,general-information,6
281,car,sexy two door,neu,quality-aesthetic,2
281,car,longer,neu,general-information,6
281,car,wider,neu,general-information,6
281,belt line,new,pos,interior-features,1
281,belt line,runs the entire length,pos,interior-features,1
281,shape,more of a sexy coke bottle,pos,quality-aesthetic,2
281,design,ground up,neu,quality-aesthetic,2
281,design,share many components with sedan,neu,quality-aesthetic,2
281,wheelbase,same length,neu,general-information,6
281,seating,lower,neu,interior-features,1
281,styling,unique,pos,quality-aesthetic,2
281,car,feels like put together by one solid piece,pos,quality-aesthetic,2
281,drive,all wheel,pos,performance,0
281,snow,great for places with plenty of snow,pos,handling,4
281,-,-,-,unknown,-1
281,air suspension,changes the way it can drive,neu,handling,4
281,sport suspension,firms up,neu,handling,4
281,steering,bit faster,pos,handling,4
281,steering,more precise,pos,handling,4
281,sport suspension,more of a widely inactive car,pos,handling,4
281,exhaust note,more grunt,pos,performance,0
281,car,luxury,pos,quality-aesthetic,2
281,comfort,can sit back,pos,comfort,3
281,comfort,put your head back,pos,comfort,3
281,comfort,cruise down the street,pos,comfort,3
281,window,panoramic,pos,exterior-features,9
281,feel,kind of sexy,pos,quality-aesthetic,2
281,car,footloose,pos,handling,4
281,car,free,pos,handling,4
281,steering wheel,flat bottom,neu,quality-aesthetic,2
281,car,sporting ambitions,neu,quality-aesthetic,2
281,car,more of a grand touring,neu,quality-aesthetic,2
281,inside,sense of being in own private space,pos,comfort,3
281,seats,ultimately adjustable,pos,comfort,3
281,seat,best in business adjustment,pos,comfort,3
281,seat adjustment,very easy to use,pos,comfort,3
281,seating position,comfortable,pos,comfort,3
281,design,a lot more attention focused,pos,quality-aesthetic,2
281,trim,wood,neu,quality-aesthetic,2
281,design,nice flowing line,pos,quality-aesthetic,2
281,materials,"very, very high quality",pos,quality-aesthetic,2
281,room,as you would expect,pos,comfort,3
281,comfort,as you would expect,pos,comfort,3
281,practicality,everyday except for back,neg,comfort,3
281,back,little bit smaller,neg,comfort,3
281,size,smaller,neu,comfort,3
281,door,two,neu,comfort,3
281,headroom,little bit less,neg,comfort,3
281,seat,retracts out of the way,neu,comfort,3
281,leg room,so far so good,pos,comfort,3
281,seat,automatically moves forward,pos,comfort,3
281,handle,easy to use,pos,interior-features,1
281,back,very tight,neg,comfort,3
281,car,very practical,pos,comfort,3
281,rear seats,split folding 40 2040,pos,interior-features,1
281,rear seats,very very usable,pos,interior-features,1
281,-,-,-,unknown,-1
281,car,sporty,pos,handling,4
281,car,not fast,neg,performance,0
281,character,more of a relaxed gran tour,pos,handling,4
281,-,-,-,unknown,-1
281,steering,electric,neu,handling,4
281,steering,lost tactile feel of actual road surface,neg,handling,4
281,steering,hard to feel the tire,neg,handling,4
281,tail lights,very dramatic,pos,quality-aesthetic,2
281,lights,full wraparound led,neu,exterior-features,9
281,Mercedes-Benz star,prominent visuals,pos,quality-aesthetic,2
281,car,solid,pos,exterior-features,9
281,car,comfortable,pos,comfort,3
281,car,confidence inspiring,pos,quality-aesthetic,2
281,car,even sexy,pos,quality-aesthetic,2
281,-,-,-,unknown,-1
282,-,-,-,unknown,-1
282,-,-,-,unknown,-1
282,-,-,-,unknown,-1
282,engine,hand built,pos,performance,0
282,drive,all four wheels,pos,performance,0
282,0 to 60,craziest number,pos,performance,0
282,speed,lot of,pos,performance,0
282,money,lot of,neg,cost,7
282,off roader,really good,pos,general-information,6
282,vehicle,military,neu,general-information,6
282,horsepower,very small,neg,performance,0
282,car,sports,pos,performance,0
282,car,retro,neu,quality-aesthetic,2
282,looks,very similar to first generation,pos,quality-aesthetic,2
282,looks,completely and utterly new,pos,quality-aesthetic,2
282,-,-,-,unknown,-1
282,vehicle,famous,pos,quality-aesthetic,2
282,vehicle,iconic,pos,quality-aesthetic,2
282,body,vault like construction,pos,quality-aesthetic,2
282,-,-,-,unknown,-1
282,vehicle everything else,completely new,pos,quality-aesthetic,2
282,off road,pretty worthy,pos,handling,4
282,looks,more off road worthy,pos,quality-aesthetic,2
282,-,-,-,unknown,-1
282,wheels,unusual,pos,quality-aesthetic,2
282,wheels,kind of blacked out,pos,quality-aesthetic,2
282,midnight edition,really hot,pos,quality-aesthetic,2
282,vehicle,gone old school,pos,quality-aesthetic,2
282,vehicle,matches the bull bar,pos,quality-aesthetic,2
282,vehicle,like,pos,quality-aesthetic,2
282,inside,biggest difference,pos,interior-features,1
282,inside,lot bigger,pos,comfort,3
282,car,five inches wider,pos,general-information,6
282,car,two  inches longer,pos,general-information,6
282,infotainment system,latest,pos,interior-features,1
282,infotainment system,greatest,pos,interior-features,1
282,events,wonderful,pos,quality-aesthetic,2
282,events,very elegant,pos,quality-aesthetic,2
282,center section,lets you change driving dynamics,pos,handling,4
282,center section,lets you change offroad ability,pos,handling,4
282,exhaust note,changing,pos,performance,0
282,exhaust note,favorite feature,pos,performance,0
282,exhaust,butterfly valves,neu,performance,0
282,exhaust,cab have loud or quiet,pos,performance,0
282,backseat,biggest,pos,comfort,3
282,backseat,extra space,pos,comfort,3
282,headroom,plenty of,pos,comfort,3
282,knee room,plenty of,pos,comfort,3
282,sunroof,not full size,neg,exterior-features,9
282,-,-,-,unknown,-1
282,headliner,pretty elegant,pos,interior-features,1
282,headliner,super cush,pos,interior-features,1
282,headliner,almost velour like,pos,interior-features,1
282,vehicle,body on frame,neu,general-information,6
282,off road,goodness,pos,handling,4
282,car,fast,pos,handling,4
282,car,off road worthy,pos,handling,4
282,car,small horse,neu,performance,0
282,suspension,front,neu,handling,4
282,right on the road,much more controllable,pos,handling,4
282,right on the road,much more compliant,pos,handling,4
282,power,too much for chassis,pos,performance,0
282,front suspension,independent,neg,handling,4
282,construction technique,much more modern,pos,quality-aesthetic,2
282,shape,breadbox,neu,quality-aesthetic,2
282,drive,much better,pos,handling,4
282,car,ability to go and drive around the world,pos,handling,4
282,car,ability to keep up with fastest sports car,pos,handling,4
282,price,cost a lot,neg,cost,7
282,car,worth a lot,pos,cost,7
282,vehicle,all about status,neu,performance,0
282,offroad,ultimately capable,pos,handling,4
282,offroad,could do it,pos,handling,4
282,offroad,part of his huge appeal,pos,handling,4
282,-,-,-,unknown,-1
282,car,more of a real truck,neu,general-information,6
282,price,even more expensive,pos,cost,7
282,car,my dream,pos,user-experience,8
282,0 to 60 time,crazy,pos,performance,0
282,-,-,-,unknown,-1
282,-,-,-,unknown,-1
282,-,-,-,unknown,-1
283,looks,gorgeous,pos,quality-aesthetic,2
283,looks,good,pos,quality-aesthetic,2
283,looks,never seen as good as this one,pos,quality-aesthetic,2
283,car,so sculpted,pos,quality-aesthetic,2
283,car,so beautifully built,pos,quality-aesthetic,2
283,horsepower,not quite enough,neg,performance,0
283,weight,over two tons,neu,performance,0
283,car,fast lane,neu,performance,0
283,-,-,-,unknown,-1
283,cruise control,stupid,neg,user-experience,8
283,rear row seat,problem,neg,comfort,3
283,size,"really , really , really , really small",neg,comfort,3
283,minivan,stupid,neg,user-experience,8
283,driving cars,best,pos,handling,4
283,car,fast lane,pos,performance,0
283,backseat room,1/3 seat,neu,comfort,3
283,-,-,-,unknown,-1
283,-,-,-,unknown,-1
284,-,-,-,unknown,-1
284,-,-,-,unknown,-1
284,-,-,-,unknown,-1
284,-,-,-,unknown,-1
284,road,gorgeous,pos,general-information,6
284,road,phenomenal,pos,general-information,6
284,road,spectacular,pos,general-information,6
284,-,-,-,unknown,-1
284,-,-,-,unknown,-1
284,car,amazing,pos,general-information,6
284,car,big,pos,general-information,6
284,weight,veritable heavy,neg,performance,0
284,car,lively,pos,performance,0
284,car,sporting,pos,performance,0
284,e class,large family,pos,general-information,6
284,diesel engine,traditional,neu,performance,0
284,drive,not a lot of fun,neg,handling,4
284,car,convertible,neu,general-information,6
284,car,amazing,pos,general-information,6
284,price,expensive,pos,cost,7
284,price,lot of money,pos,cost,7
284,safety features,packed full,pos,safety,5
284,traffic,self driving,neu,handling,4
284,brakes,phenomenal,pos,handling,4
284,steering,direct,pos,handling,4
284,comfort mode ride,well dampened,pos,handling,4
284,feel,race car driver,pos,handling,4
284,drive,flying,pos,handling,4
284,drive,pretty quickly,pos,handling,4
284,styling,lot of,pos,quality-aesthetic,2
284,-,-,-,unknown,-1
284,car,luxury,pos,quality-aesthetic,2
284,car,can go really fast,pos,handling,4
284,sound,no tire noise,pos,performance,0
284,road,fantastic,pos,general-information,6
284,sound,some kind of squealing,neg,performance,0
284,front,feel the weight of the engine,neu,performance,0
284,corner,understeer,neu,handling,4
284,corner,most part neutral,neu,handling,4
284,-,-,-,unknown,-1
284,car,perfect Miami,pos,general-information,6
284,-,-,-,unknown,-1
284,top up,pretty quickly,pos,general-information,6
284,color,right,pos,quality-aesthetic,2
284,car,convertible,neu,quality-aesthetic,2
284,color,silver,neu,quality-aesthetic,2
284,top,red,neu,quality-aesthetic,2
284,top,really really cool,pos,quality-aesthetic,2
284,car,classy,pos,quality-aesthetic,2
284,-,-,-,unknown,-1
284,-,-,-,unknown,-1
284,drive,little too much fun,pos,handling,4
284,-,-,-,unknown,-1
285,Audi A7,brand new,pos,general-information,6
285,Audi A7,identical to A6,neu,general-information,6
285,drive train technology,identical to A6,neu,performance,0
285,A7,sexy one,pos,quality-aesthetic,2
285,A7 price,more expensive,neg,cost,7
285,A7,little bit sporty,neu,general-information,6
285,technology,tour de force,pos,performance,0
285,A6 weight,lighter,pos,performance,0
285,red cable hybrid engine,interesting,pos,performance,0
285,mpg,a lot better,pos,performance,0
285,fuel efficient,very,pos,performance,0
285,skin,different,neu,quality-aesthetic,2
285,tail,sexy,pos,exterior-features,9
285,tail,sloping,pos,quality-aesthetic,2
285,back headroom,cut down,neg,comfort,3
285,car,ultimate hatchback,pos,general-information,6
285,A7 practicality,little bit compromised,neg,comfort,3
285,headroom,adequate,neu,comfort,3
285,three passengers,go for A6,pos,comfort,3
285,three passengers,not go for it,neu,comfort,3
285,seats,fold,pos,comfort,3
285,hatchback,love to see,pos,comfort,3
285,back,little bit tighter,neg,comfort,3
285,outside,lot better looking,pos,quality-aesthetic,2
285,quattro ultra system,newest,pos,handling,4
285,quattro ultra system,interesting,pos,handling,4
285,fuel efficient,more,pos,performance,0
285,quattro system,predictive,neu,handling,4
285,drive,all wheel,neu,handling,4
285,drive,front wheel,neu,handling,4
285,snow,confidence of having all wheel drive,pos,handling,4
285,snow,not sudden snap oversteer,pos,handling,4
285,technology,new,pos,interior-features,1
285,steering,all wheel,neu,handling,4
285,rear wheel steering,great,pos,handling,4
285,parking,easier,pos,handling,4
285,rear wheel steering,great for parking,pos,handling,4
285,screens,little bit of counting,neu,interior-features,1
285,technology,more advanced,pos,interior-features,1
285,technology,similar to cell phone operation,neu,interior-features,1
285,system,new,neu,interior-features,1
285,system,very similar to cell phone,neu,user-experience,8
285,touchscreen,much easier,pos,user-experience,8
285,screen interface,haptic feedback,neu,user-experience,8
285,technology,lot of,pos,user-experience,8
285,Google Earth,love,pos,user-experience,8
285,car settings,100 ways to customize,pos,user-experience,8
285,screens,can customize,pos,user-experience,8
285,system,will probably become very intuitive,pos,user-experience,8
285,wireless charging,best,pos,user-experience,8
285,system,all good,pos,user-experience,8
285,functions,lot of,neu,user-experience,8
285,touch screen,soft,neu,user-experience,8
285,touch screen,haptic feedback,pos,user-experience,8
285,shape,modified coke bottle,neu,quality-aesthetic,2
285,shape,classic,pos,quality-aesthetic,2
285,shape,sexy,pos,quality-aesthetic,2
285,shape,shows the haunches of the car,pos,quality-aesthetic,2
285,shape,shows big tires,pos,quality-aesthetic,2
285,front,sleek,pos,quality-aesthetic,2
285,back shape,classic coke bible,pos,quality-aesthetic,2
285,haunches,kind of come out,neu,quality-aesthetic,2
285,tires,wider,pos,quality-aesthetic,2
285,tires,fatter,pos,quality-aesthetic,2
285,looks,much more aggressive,pos,quality-aesthetic,2
285,front,sleek,pos,quality-aesthetic,2
285,back,aggressive,pos,quality-aesthetic,2
285,back,pretty tough looking,pos,quality-aesthetic,2
285,gas cap,lot cleaner,pos,quality-aesthetic,2
285,gas cap,lot sexier,pos,quality-aesthetic,2
285,gas cap,like,pos,quality-aesthetic,2
285,gas cap,small detail,neu,quality-aesthetic,2
285,center screen,cool,pos,interior-features,1
285,center screen,configure easily,pos,interior-features,1
285,drive,pretty quick,pos,performance,0
285,drive,makes a lot of sense,pos,performance,0
285,corners,feel stable,pos,handling,4
285,corners,feel well planted,pos,handling,4
285,dynamics,very neutral,neu,handling,4
285,dynamics,certainly very neutral,pos,performance,0
285,dynamics,very confidence inspiring,pos,performance,0
285,weight,little bit heavier,neu,performance,0
285,weight,heavier,neu,performance,0
285,push,very good,pos,performance,0
285,push,very linear,pos,performance,0
285,turbo lag,little bit,neg,performance,0
285,-,-,-,unknown,-1
285,electronics,lot of,pos,performance,0
285,engine turn off,very seamless,pos,performance,0
285,Stop Start system,pretty much seamless,pos,performance,0
285,front,heavy,neu,performance,0
285,weight,on wheels,neu,performance,0
285,doors,cool,pos,exterior-features,9
285,doors,semi electric,neu,exterior-features,9
285,electricity,cool,pos,exterior-features,9
285,rotate,front axis,neu,handling,4
285,back,more weight,neu,handling,4
285,turn,much more neutral,neu,handling,4
285,price,pay a little more if you want to go sexy,pos,cost,7
285,feels,very planted,pos,handling,4
285,size,big,neu,handling,4
285,drives,big,neu,handling,4
285,car,not perfectly neutral,neu,handling,4
285,steering,electronic,neu,handling,4
285,steering,confidence inducing,pos,handling,4
285,steering,little communicate inside,neg,handling,4
285,steering,can tell what front wheels doing,pos,handling,4
285,car,more of grand touring,neu,handling,4
285,car,less canyon carving,neg,handling,4
285,car,more of GT,neu,handling,4
285,headlights,high beam,pos,exterior-features,9
285,headlights,laser,neu,exterior-features,9
285,headlights,cool,pos,exterior-features,9
285,car,dream car,pos,general-information,6
285,type,hatchback,neu,general-information,6
285,car,love,pos,general-information,6
285,back,can throw my bike,pos,general-information,6
285,look,love,pos,general-information,6
285,A6 backseats,appreciate,pos,general-information,6
285,A6 backseats,more utility,pos,general-information,6
285,back,pretty tight,neg,comfort,3
285,back,not super happy for long periods,neg,comfort,3
285,A6 back,pretty happy,pos,comfort,3
285,room,lot more,pos,quality-aesthetic,2
285,infotainment system,like,pos,quality-aesthetic,2
285,infotainment system,smartphone based,neu,quality-aesthetic,2
285,technology,lot of,pos,quality-aesthetic,2
285,leather,beige,neu,quality-aesthetic,2
285,screen,sea of black when off,neu,quality-aesthetic,2
285,A6,dark,neu,quality-aesthetic,2
285,A6,tearing,neu,quality-aesthetic,2
285,A6,lot of life,pos,quality-aesthetic,2
285,design,minimalist,pos,quality-aesthetic,2
285,design,little too dark,pos,quality-aesthetic,2
285,real wood,love,pos,quality-aesthetic,2
285,corner,love the way seats hold,pos,quality-aesthetic,2
285,seats,love the way they hold,pos,quality-aesthetic,2
285,features,lot very thoughtful,pos,interior-features,1
285,purchase,Audi would definitely choose,pos,general-information,6
285,car,sexy,pos,general-information,6
285,looks,keeps knocking a ball park,pos,general-information,6
285,drive,keeps knocking a ball park,pos,general-information,6
285,generation,whole new,pos,general-information,6
285,technology,more,pos,general-information,6
285,steering,all wheel,neu,general-information,6
285,technology,ton of,pos,general-information,6
285,technology,very similar to cellphone,pos,general-information,6
285,power,more,pos,general-information,6
285,fuel economy,better,pos,general-information,6
285,tech,too much,pos,general-information,6
285,new technology,fascinating,pos,general-information,6
285,change,incredible amounts in automotive world,pos,general-information,6
285,electricity fuel,good,pos,general-information,6
286,sounds,good,pos,performance,0
286,launch control process,same,neu,performance,0
286,launch control,very simple,pos,performance,0
286,0 to 60 time,fast,pos,performance,0
286,car,really a mustang,neu,performance,0
286,drive,all wheel,neu,performance,0
286,front wheels,lot of weight,neu,performance,0
286,power,lot of,pos,performance,0
286,attitude,lot of,pos,performance,0
286,exhausts,big,neu,exterior-features,9
286,exhausts,oval,neu,exterior-features,9
286,engine,little hot,neu,performance,0
286,engine,so hot here,neu,performance,0
286,weight,reduced,pos,performance,0
286,torque,much more,pos,performance,0
