,Unnamed: 0,id,segment_id,aspect,opinion,sentiment
1528,,233,11,entertaintment system,upgraded,pos
1529,,233,11,screen,bigger,pos
1530,,233,11,process,faster,pos
1531,3610,233,12,entertaintment system,easy to use,pos
1532,3611,233,13,system,slick,pos
1533,,233,13,system,absolutely love,pos
1534,,233,13,system,better than Audi virtual cockpit,pos
1535,3612,233,14,mapping,full widescreen,pos
1536,,233,14,mapping,love,pos
1537,,233,14,system,worth upgrade,pos
1538,3613,233,15,-,-,-
1539,3614,233,16,buying,confusing business,neg
1540,3615,233,17,turbo petrol engine,really really good,pos
1541,3616,233,18,manual gearbox,nice,pos
1542,,233,18,auto gearbox,really nice one,pos
1543,3617,233,19,three litre V sixty,silky smooth,pos
1544,,233,19,three litre V sixty,super fast,pos
1545,,233,19,three litre V sixty,just as economical as two litre diesel,pos
1546,3618,233,20,front wheel drive,fine,pos
1547,,233,20,all wheel drive,little bit more grippy,pos
1548,,233,20,all wheel drive,easier to hustle down back road,pos
1549,,233,20,suspension choice,so confusing,neg
1550,,233,20,adaptive suspension,better,pos
1551,,233,20,comfort adaptive,can firm up,pos
1552,,233,20,comfort mode,super super waffle,pos
1553,,233,20,comfort mode,very very comfy,pos
1554,,233,20,comfort suspension,reasonably enough,neu
1555,,233,20,drive,pretty sharp,pos
1556,,233,20,drive,not as much furnace,pos
1557,,233,20,drive,easily good enough,pos
1558,,233,20,sound,very quiet,pos
1559,,233,20,travelling,easy,pos
1560,,233,20,drive,easy,pos
1561,3619,233,21,visibility,decent,neu
1562,,233,21,blind spot,better,pos
1563,3620,233,22,-,-,-
1564,3621,233,23,interior lether,annoying,neg
1565,3622,233,24,ride,slightly firmer,pos
1566,3623,233,25,rear window,only go down this far,neg
1567,3624,233,26,knee airbag,none,neg
1568,3625,233,27,-,-,-
1569,3626,233,28,plenty of things,like,pos
1570,3627,233,29,-,-,-
1571,3628,233,30,aerodynamic,most,pos
1572,,233,30,efficiency,greater,pos
1573,3629,233,31,-,-,-
1574,3630,233,32,-,-,-
1575,3631,233,33,weight,120 kilos lighter,pos
1576,,233,33,car,easier to push,pos
1577,3632,233,34,-,-,-
1578,3633,233,35,car,really nice,pos
1579,,233,35,car,posh,pos
1580,,233,35,car,uncomfortable,neg
1581,,233,35,car,practical,pos
1582,3634,236,1,-,-,-
1583,3635,236,2,looks,rather like a stormtrooper,neu
1584,,236,2,design,little bit more interesting than Audi A3,pos
1585,3636,236,3,-,-,-
1586,3637,236,4,car,very similar to A3,neu
1587,,236,4,design,dust,neu
1588,,236,4,equipment,okay,neu
1589,,236,4,trim,different color,pos
1590,,236,4,car,can personalize,pos
1591,3638,236,5,screen,touch,neu
1592,,236,5,screen,standard,neu
1593,,236,5,screen,seven inch,neu
1594,3639,236,6,system,very good,pos
1595,,236,6,system,easy to use,pos
1596,3640,236,7,-,-,-
1597,3641,236,8,technology pack processor,faster,pos
1598,3642,236,9,views,absolutely glorious,pos
1599,,236,9,car,feel super mordern,pos
1600,3643,236,10,quality,doen't feel very well made,neg
1601,,236,10,materials,soft,neu
1602,,236,10,materials,yielding,neg
1603,,236,10,quality,not particularly good,neg
1604,3644,236,11,car,well built,pos
1605,,236,11,car,solid,pos
1606,,236,11,controls,nice,pos
1607,,236,11,controls,easy,pos
1608,,236,11,everything,simple to use,pos
1609,3645,236,12,spaces,couple,neu
1610,,236,12,spaces,alright,neu
1611,,236,12,spaces,not quite as good,neg
1612,,236,12,door bins,really big enough,pos
1613,,236,12,door bins,can hold large bottle,pos
1614,3646,236,13,-,-,-
1615,3647,236,14,-,-,-
1616,3648,236,15,door bins,decent size,neu
1617,,236,15,headroom,enough,neu
1618,,236,15,kneeroom,alright,neu
1619,,236,15,headroom,People over six foot will just be able to cope,neu
1620,,236,15,back,not all perfect,neg
1621,,236,15,backrest,little bit upright,neg
1622,,236,15,cummings,quite dark,neg
1623,,236,15,roofline,dark,neg
1624,,236,15,back,little bit dingy,neg
1625,,236,15,middle seat,quite high,neg
1626,,236,15,carrying three abreast,don't want,neg
1627,,236,15,middle seat headroom,head touching the roof,neg
1628,,236,15,foot walls,small,neg
1629,,236,15,middle seat footroom,feet on the runners of the front seat,neg
1630,,236,15,body,quite narrow,neg
1631,,236,15,room,all really squashed in,neg
1632,3649,236,16,boot,tale of two hearts,neu
1633,,236,16,seats,actually alright,neu
1634,,236,16,load lip,not much of,neg
1635,,236,16,lift items,dead easy in and out,pos
1636,,236,16,under storage,extra,pos
1637,,236,16,socket,little bit annoying,neg
1638,,236,16,seat folding,looks annoying,neg
1639,,236,16,boot volume,not as big as rivals,neg
1640,,236,16,boot volume,dissapointing,neg
1641,,236,16,size,little,neg
1642,,236,16,type,SUV,neu
1643,3650,236,17,driving experience,good,pos
1644,,236,17,driving position,very easy ,pos
1645,,236,17,drive,easy,pos
1646,,236,17,view,can view over traffic,pos
1647,,236,17,driving position,fairly comfortable,pos
1648,,236,17,sport suspension,firm,neg
1649,,236,17,adaptive dampers,even more comfortable,pos
1650,,236,17,handling,good balance between comfort,pos
1651,,236,17,corner,doesn't roll about too much,pos
1652,,236,17,grip,sufficient,pos
1653,3651,236,18,all wheel drive,more grip,neu
1654,,236,18,grip,good enough as it is,pos
1655,,236,18,pickup range,goes pretty quickly,pos
1656,3652,236,19,cruising ability,pretty good,pos
1657,,236,19,seats,nice,pos
1658,,236,19,seats,comfortable,pos
1659,,236,19,sound,quiet car,pos
1660,,236,19,sound,bit of wind,neu
1661,3653,236,20,back pillar,massive,neg
1662,,236,20,back pillar,really pain,neg
1663,3654,236,21,-,-,-
1664,3655,236,22,-,-,-
1665,3656,236,23,air 18,quite small,neg
1666,3657,236,24,gearbox,little bit jerky,neg
1667,,236,24,gearbox,great comfort,pos
1668,,236,24,low speed maneuvers,little bit jerky,neg
1669,3658,236,25,electric lumbar support,cost option,neg
1670,,236,25,parking sensors,cost option,neg
1671,3659,236,26,-,-,-
1672,3660,236,27,seats,fold down,pos
1673,3661,236,28,door bottom,doesn't get dirty,pos
1674,3662,236,29,-,-,-
1675,3663,236,30,-,-,-
1676,3664,236,31,-,-,-
1677,3665,236,32,-,-,-
1678,3666,236,33,-,-,-
1679,3667,236,34,-,-,-
1680,3668,236,35,style,really good,pos
1681,,236,35,SUV,little,neg
1682,3669,236,36,-,-,-
1683,3670,236,37,-,-,-
1684,3671,240,1,feel,genuine big car,pos
1685,,240,1,car,quite dinky little,neu
1686,3672,240,2,quality,up there,pos
1687,3673,240,3,storage,so bad,neg
1688,,240,3,car,little,neg
1689,,240,3,equipment,pretty generous,pos
1690,,240,3,screen,poppet,neg
1691,,240,3,swivel wheel,much easier than touch screen,pos
1692,,240,3,graphics screen,little bit low definition,neg
1693,,240,3,graphics screen,problem,neg
1694,3674,240,4,cabin,classy,pos
1695,,240,4,car,expensive enough,neu
1696,,240,4,ambient lighting package,can enhance,pos
1697,,240,4,accents,can change colors,pos
1698,3675,240,5,Audi A one,beauty,pos
1699,,240,5,car,effortlessly cool,pos
1700,,240,5,car,really small,neg
1701,,240,5,car,classy looking ,pos
1702,3676,240,6,car,raw,pos
1703,,240,6,car,practical,pos
1704,,240,6,boot capacity,decent,neu
1705,,240,6,boot features,neat,pos
1706,,240,6,boot floor,can raise well,pos
1707,,240,6,parcel shelf,wish Audi had figured out somewhere useful to store,neg
1708,,240,6,seats,not completely flat,neg
1709,,240,6,seats,still sticking up,neg
1710,,240,6,seats,not too bad,neg
1711,,240,6,boot,still quite practical,pos
1712,3677,240,7,get in,quite easy,pos
1713,,240,7,front seats,slide far forward,pos
1714,,240,7,back get in,even inflexible people can,pos
1715,,240,7,back,alright,neu
1716,,240,7,car,small,neu
1717,,240,7,headspace,roofline eat into,neg
1718,,240,7,roofline,sloping,neg
1719,,240,7,back,not comfy for a long journey,neg
1720,3678,240,8,features,not fascinating,neg
1721,3679,240,9,-,-,-
1722,3680,240,10,-,-,-
1723,3681,240,11,-,-,-
1724,3682,240,12,-,-,-
1725,3683,240,13,phone box,handy,pos
1726,,240,13,drive,easy,pos
1727,,240,13,drive,relaxing,pos
1728,,240,13,controls,super light,pos
1729,,240,13,gearshift,super light,pos
1730,,240,13,steering,super light,pos
1731,,240,13,pedals,super light,pos
1732,,240,13,car,small,neu
1733,,240,13,sound,pretty quiet,pos
1734,3684,240,14,pillar,problem,neg
1735,,240,14,pillar,blind spot,neg
1736,3685,240,15,s c car,entry level,neu
1737,,240,15,s c suspension,nice,pos
1738,,240,15,s c suspension,soft,pos
1739,,240,15,s c suspension,comfortable,pos
1740,,240,15,ride,really good,pos
1741,,240,15,sport,firmer setup,neg
1742,,240,15,s line,firmer setup,neg
1743,,240,15,s line ride,ruins,neg
1744,,240,15,s line ride,no improvement,neg
1745,,240,15,s line ride,wrong place if looking for fun,neg
1746,3686,240,16,-,-,-
1747,3687,240,17,central arm rest,none,neg
1748,3688,240,18,headroom,little bit cramped,neg
1749,3689,240,19,drive,not realy that much fun,neg
1750,3690,240,20,feel,luxurious,pos
1751,3691,240,21,price,very economical,pos
1752,3692,245,1,-,-,-
1753,3693,245,2,shape,like tortoise,neg
1754,3694,245,3,-,-,-
1755,3695,245,4,-,-,-
1756,3696,245,5,grill,new,pos
1757,,245,5,tail lights,some flash new,pos
1758,,245,5,interior,all very nice,pos
1759,,245,5,interior,well made,pos
1760,,245,5,quality,typical Audi,pos
1761,,245,5,design,feel little bit on the old side,neg
1762,,245,5,virtual cockpit,conquered,pos
1763,3697,245,6,entertaintment system,not as good,neg
1764,3698,245,7,car,very nice,pos
1765,3699,245,8,car,practical,pos
1766,,245,8,door bins,massive,pos
1767,,245,8,storage,a bit,neg
1768,3700,245,9,carrying three,not good,neg
1769,,245,9,central seat,quite small,neg
1770,,245,9,central seat,raised up,neg
1771,,245,9,headroom,doable,neu
1772,3701,245,10,boot,shame,neg
1773,,245,10,ski hatch,none,neg
1774,3702,245,11,boot,smaller than Mercedes Gel A,neg
1775,,245,11,boot,more than BMW X1,pos
1776,,245,11,boot,bigger than A3,pos
1777,,245,11,boot,enough for most people,pos
1778,,245,11,boot shape,nice,pos
1779,,245,11,boot shape,square,pos
1780,,245,11,boot features,usual kind,pos
1781,,245,11,socket,can't see for love nor money,neg
1782,,245,11,space saver,litttle bit extra storage,pos
1783,,245,11,seats,fold down,pos
1784,,245,11,floor,continuous,pos
1785,,245,11,floor,not like completely flat,neg
1786,,245,11,floor,does help when sliding,pos
1787,,245,11,floor,bit of obstruction but not too large,neu
1788,,245,11,scuff plate,nice,pos
1789,,245,11,boot,quite wide,pos
1790,,245,11,boot,provide shelter when raining,pos
1791,3703,245,12,-,-,-
1792,3704,245,13,drive,fairly pleasent,pos
1793,,245,13,drive,goes about business without a fuss,pos
1794,,245,13,drive,everything rather well,neu
1795,,245,13,drive,not particularly set the world alight,neu
1796,,245,13,handling,sure footed,pos
1797,,245,13,handling,grippy,pos
1798,,245,13,drive,all wheel,neu
1799,,245,13,drive,not feel too much of what's going around,neu
1800,,245,13,drive,nice,pos
1801,,245,13,drive,easy,pos
1802,,245,13,comfort,not bad,neu
1803,,245,13,bumps,goes well enough,neu
1804,,245,13,suspension,loads different,neu
1805,,245,13,wheels,big,neu
1806,,245,13,comfort suspension,recommed,pos
1807,3705,245,14,insulation,generally pretty good,pos
1808,,245,14,sound,tire roar,neg
1809,,245,14,visibility,quite nice,pos
1810,3706,245,15,sit up,tall,neu
1811,,245,15,view,decent,neu
1812,,245,15,back view,decent,neu
1813,,245,15,blind spots,many,neg
1814,3707,245,16,petrol engine,nippy,pos
1815,,245,16,petrol engine,smooth,pos
1816,,245,16,economy,decent,neu
1817,,245,16,drive,front wheel,neu
1818,,245,16,seven speed automatic transmission,very good,pos
1819,,245,16,diesel engine,fairly quick,pos
1820,3708,245,17,Q3,plenty to like,pos
1821,,245,17,features,few annoying,neg
1822,3709,245,18,-,-,-
1823,3710,245,19,-,-,-
1824,3711,245,20,grill,fake plastic,neg
1825,,245,20,grill,honeycomb,neu
1826,,245,20,grill,a bit tacky,neg
1827,3712,245,21,feedback,little,neu
1828,3713,245,22,-,-,-
1829,3714,245,23,Audi Q3,plenty to like,pos
1830,3715,245,24,-,-,-
1831,3716,245,25,surface,grippy,pos
1832,3717,245,26,hook,little,neg
1833,3718,245,27,-,-,-
1834,3719,245,28,baby seats,perfect fitting,pos
1835,,245,28,parcel shelf,retractable,pos
1836,3720,245,29,-,-,-
1837,3721,245,30,-,-,-
1838,3722,246,1,vehicle,electric,neu
1839,3723,246,2,-,-,-
1840,3724,246,3,-,-,-
1841,3725,246,4,system,slowing you slightly,neg
1842,,246,4,braking,regenerative,neg
1843,,246,4,brrak pedal,nice feel,pos
1844,3726,246,5,-,-,-
1845,3727,246,6,brake temperature,very very good,pos
1846,3728,246,7,brakes,absolutely fine,neu
1847,,246,7,brake,make sure not too hot,neg
1848,3729,246,8,brake pedal,normal,neu
1849,,246,8,brakes,normal,neu
1850,,246,8,car,normal,neu
1851,,246,8,brake,no heat,pos
1852,3730,246,9,battery,bravo job,pos
1853,3731,246,10,seat,buiseness class,pos
1854,3732,246,11,comfort level,quite nice,pos
1855,3733,246,12,corner handling,very comfy,pos
1856,,246,12,air suspension,very comfy,pos
1857,3734,246,13,-,-,-
1858,3735,246,14,suspension,slightly stiffer,neu
1859,,246,14,weight,heavier,neg
1860,,246,14,car,electric,neu
1861,,246,14,centre of gravity,lower,neu
1862,,246,14,car,compromise between ehicle dynamics and comfort,neg
1863,,246,14,feel,not that great,neg
1864,3736,246,15,inside,nice,pos
1865,,246,15,inside,like,pos
1866,,246,15,design,lovely,pos
1867,3737,246,16,design,adore,pos
1868,,246,16,camrea review,projected on door panel,neu
1869,,246,16,camreas,cool feature,pos
1870,,246,16,camera review,nice touch,pos
1871,3738,246,17,sailing mode,interesting,pos
1872,,246,17,cars,electric,neu
1873,,246,17,car,coast just like normal automatic,pos
1874,,246,17,efficiency,maximize,pos
1875,3739,246,18,-,-,-
1876,3740,246,19,-,-,-
1877,3741,246,20,battery,gained,pos
1878,,246,20,battery,pretty impressive,pos
1879,3742,246,21,-,-,-
1880,3743,247,1,Audi A8,age better,pos
1881,3744,247,2,looks,pretty good looking,pos
1882,,247,2,top,good,pos
1883,,247,2,price,quite expensive,neg
1884,3745,247,3,-,-,-
1885,3746,247,4,looks,very smart looking,pos
1886,,247,4,inside,smart looking,pos
1887,,247,4,quality,typical Audi bill,neu
1888,,247,4,feel,supremely well made,pos
1889,,247,4,design,though well,neu
1890,,247,4,design,little bit kill,neg
1891,,247,4,buttons,bit confusing,neg
1892,,247,4,buttons,mess,neg
1893,3747,247,5,entertaintment system,rise magically,pos
1894,,247,5,screen,pretty small,neg
1895,,247,5,definition,little bit low,neg
1896,3748,247,6,entertaintment system,old,neg
1897,,247,6,entertaintment system,okay to use,neu
1898,,247,6,entertaintment system,nowhere near mordern system,neg
1899,3749,247,7,spaces,okay,neu
1900,,247,7,door,big,neu
1901,,247,7,equipment,impressive,pos
1902,,247,7,door,bulky,neu
1903,3750,247,8,-,-,-
1904,3751,247,9,equipement,very well equipped,pos
1905,3752,247,10,car,large,pos
1906,,247,10,car,little bit on small side by limousine standards,neu
1907,,247,10,car,doesn't go back far,neg
1908,,247,10,shape,nice,pos
1909,,247,10,shape,square,neu
1910,,247,10,shape,quite big,pos
1911,,247,10,boot,larger,pos
1912,,247,10,underfloor storage,a bit,neu
1913,,247,10,underfloor storage,not much room,neg
1914,3753,247,11,wheelbase,long,pos
1915,,247,11,knee room,absolutely loads of,pos
1916,,247,11,car,feel fine but not pretty quite,neg
1917,,247,11,spaces,lovely,pos
1918,,247,11,spaces,easier stretch out,pos
1919,,247,11,seats,upgraded,pos
1920,,247,11,seats,can recline,pos
1921,,247,11,back,super comfy,pos
1922,,247,11,seats,little bit harder than rivals,neg
1923,,247,11,seat,not ideal for a person,neg
1924,3754,247,12,-,-,-
1925,3755,247,13,Audi A8,pretty capable limousine,pos
1926,3756,247,14,-,-,-
1927,3757,247,15,car,lot older than its rivals,neg
1928,,247,15,car,due for replacement soon,neg
1929,,247,15,car,doesn't seem to age,pos
1930,,247,15,car,really an impressive package,pos
1931,,247,15,air suspension,little bit firmer,neu
1932,,247,15,bumps,rides really well,pos
1933,,247,15,dynamic mode,stiffens things up,neu
1934,,247,15,handles,surpisingly well,pos
1935,,247,15,size,big,neu
1936,,247,15,corner,careful,neu
1937,,247,15,corner,don't go around too quickly,neg
1938,,247,15,travel,really relaxing,pos
1939,3758,247,16,sound,very quiet,pos
1940,,247,16,sound,no wind at all,pos
1941,,247,16,sound,little bit of Tyrell,neg
1942,3759,247,17,engine,cheapest,neg
1943,,247,17,engine,fast enough,pos
1944,,247,17,car,big,pos
1945,3760,247,18,engine,nice,pos
1946,,247,18,gearbox,fine,pos
1947,,247,18,engine,smooth,pos
1948,3761,247,19,visibility,problem,neg
1949,,247,19,visibilty,little bit lacking,neg
1950,,247,19,visibility,really good,pos
1951,3762,247,20,Audi A8,stunning test of time,pos
1952,,247,20,Audi A8,pretty well,pos
1953,3763,247,21,-,-,-
1954,3764,247,22,-,-,-
1955,3765,247,23,entertaintment system,touch,neu
1956,,247,23,entertaintment system,no hybrid version,neg
1957,,247,23,entertaintment system,really difficult to use,neg
1958,3766,247,24,car,very easy to confuse with A6,neg
1959,3767,247,25,-,-,-
1960,3768,247,26,-,-,-
1961,3769,247,27,things,cool,pos
1962,3770,247,28,-,-,-
1963,3771,247,29,entertaintment system,getting on a bit,neg
1964,3772,247,30,petrol engine,economical,pos
1965,,247,30,cruising,save fuel,pos
1966,3773,247,31,-,-,-
1967,3774,247,32,boot,rival has bigger,neg
1968,,247,32,boot,rival has more useful,neg
1969,3775,247,33,entertaintment system,feels dated,neg
1970,3776,247,34,travelling,very complicated,neg
1971,,247,34,handles,very well,pos
1972,,247,34,size,big vehicle,neu
1973,3777,247,35,-,-,-
1974,3778,247,36,-,-,-
1975,3779,248,1,car,fully electric,pos
1976,3780,248,2,weight,no lightweight,neu
1977,,248,2,weight,heaviest beast ,neg
1978,,248,2,weight,heavier,neg
1979,,248,2,weight,heavier than a jag,neg
1980,,248,2,energy harvesting,really efficient,pos
1981,,248,2,energy harvesting,really really efficient,pos
1982,,248,2,downhill,so many more kilometers,pos
1983,,248,2,downhill,brilliant,pos
1984,,248,2,weight,heavy big mass,neg
1985,,248,2,miles,loads of,pos
1986,,248,2,miles,good thing,pos
1987,3781,248,3,-,-,-
1988,3782,248,4,electric platform,premium,neu
1989,3783,248,5,ports,slide down,pos
1990,,248,5,ports,lovely,pos
1991,,248,5,ports,little,neg
1992,,248,5,car,electric,pos
1993,3784,248,6,offroad,grip pretty well,pos
1994,,248,6,offroad,realy handy,pos
1995,,248,6,offroad,mature electric floating,pos
1996,,248,6,offroad,instant torque,pos
1997,,248,6,suspension,airbag,pos
1998,,248,6,suspension,adjustable,pos
1999,,248,6,offroad sound,quiet,pos
2000,3785,248,7,air suspension,pumped higher,pos
2001,,248,7,ground clearence,higher,pos
2002,3786,248,8,offroad,effective,pos
2003,,248,8,drive,safety net,pos
2004,,248,8,drive,all wheel whenever you need,pos
2005,,248,8,descent,automatic control,pos
2006,,248,8,slope,slowing the car down,neg
2007,,248,8,climb,without any issue,neg
2008,,248,8,car,big box,neu
2009,,248,8,rock crawling,not in this car,neg
2010,3787,248,9,design,familiar,neu
2011,,248,9,look,familiar,neu
2012,,248,9,car,not feel too radical,neg
2013,3788,248,10,-,-,-
2014,3789,248,11,car,shorter than Tesla Model X,neu
2015,,248,11,car,longer than jag I pace,neu
2016,,248,11,looks,pretty,pos
2017,,248,11,looks,better than Tesla Model X,pos
2018,,248,11,looks,prefer JAG I for being little bit more creative,pos
2019,,248,11,looks,familar,neu
2020,,248,11,car,has class,pos
2021,,248,11,car,has grace,pos
2022,,248,11,front grill,familiar,neu
2023,,248,11,front grill,same,neu
2024,3790,248,12,vents,active,pos
2025,,248,12,cruise control,adaptive,pos
2026,3791,248,13,offroading,electric powered,pos
2027,,248,13,offroading,perfect,pos
2028,,248,13,torque,lots of,pos
2029,,248,13,torque,easily developed,pos
2030,,248,13,torque,nice,pos
2031,3792,248,14,rear engine,little bit stronger,pos
2032,,248,14,front end,little bit less power,neg
2033,,248,14,drive train,electric,neu
2034,,248,14,drive train,new,pos
2035,3793,248,15,-,-,-
2036,3794,248,16,modular system,best,pos
2037,,248,16,portfolio,best,pos
2038,,248,16,portfolio,big,pos
2039,,248,16,Audi,very good,pos
2040,,248,16,talking price,perfect,pos
2041,3795,248,17,price,lot of money,neg
2042,,248,17,price,expensive car,pos
2043,,248,17,price,way too expensive,pos
2044,3796,248,18,air suspension,adaptable,pos
2045,,248,18,headlights,unique,pos
2046,3797,248,19,charhing panel,illuminates,pos
2047,,248,19,charging panel,good,pos
2048,3798,248,20,Audi Tron,big milestone,pos
2049,3799,248,21,-,-,-
2050,3800,248,22,side profile,like,pos
2051,,248,22,side profile,indented,neu
2052,,248,22,side profile,waistline crease,neu
2053,,248,22,horns,lovely,pos
2054,,248,22,side profile,little features,neu
2055,,248,22,side profile,quirky crossover,pos
2056,,248,22,looks,prettiest looking Audi,pos
2057,3801,248,23,camera mirrors,optional,neu
2058,,248,23,camera mirrors,not really a fan of them,neg
2059,,248,23,roof bars,lovely,pos
2060,,248,23,roof bars,smooth,pos
2061,,248,23,roof bars,really smooth,pos
2062,,248,23,doors,strikes,neu
2063,,248,23,doors,cut in dent,neu
2064,,248,23,doors,plastic cladding,neu
2065,,248,23,sound,soundproofing throughout,pos
2066,,248,23,sound,quiet,pos
2067,,248,23,sound,composed,pos
2068,,248,23,car,luxurious,pos
2069,,248,23,glass,double glazed,pos
2070,,248,23,floor,flat,pos
2071,,248,23,car,really new,pos
2072,,248,23,type,SUV,neu
2073,,248,23,engine,absolutely love at night,pos
2074,,248,23,engine,solid bar,pos
2075,,248,23,engine,full led,pos
2076,,248,23,looks,absolutely gorgeous,pos
2077,,248,23,car,subtle,neu
2078,,248,23,car, not standout,neu
2079,,248,23,looks,fairly handsome,pos
2080,,248,23,lools,well put together,neu
2081,,248,23,boot space,really impressive,pos
2082,,248,23,front,bigger than a lot of cars,neu
2083,,248,23,storage area,purely for cables,pos
2084,,248,23,boot underfloor area,so much more useful,pos
2085,,248,23,boot underfloor area,easily accessible,pos
2086,,248,23,boot,false floor,pos
2087,,248,23,false floor,space saver wheel,pos
2088,,248,23,floor,not quite fat entry point,neg
2089,,248,23,floor,near damn flat,pos
2090,,248,23,boot,Tesla Model X bigger,neg
2091,,248,23,size,Tesla Model X bigger,neu
2092,3802,248,24,model X,five meters long,pos
2093,,248,24,model X,lighter car,pos
2094,,248,24,car,heavy water,neu
2095,3803,248,25,back space,lot of,pos
2096,3804,248,26,seat,look familiar,neu
2097,3805,248,27,arm rest,luxurious,pos
2098,,248,27,arm rest,noisy,neg
2099,,248,27,cup holders,nice,pos
2100,,248,27,cup holders,cheeky,pos
2101,3806,248,28,-,-,-
2102,3807,248,29,car,a hevy beast,neu
2103,3808,248,30,base,heavy,neg
2104,,248,30,dash,gorgeous,pos
2105,,248,30,seat ,adjustable,neu
2106,,248,30,inside,pleasent place to be,pos
2107,3809,248,31,cabins,plush,pos
2108,,248,31,cabins,gorgeous,pos
2109,,248,31,cabins,very well appointed,pos
2110,,248,31,screen clarity,insane,pos
2111,,248,31,controls,bit of acquired taste,neu
2112,,248,31,controls,everything in union,pos
2113,,248,31,controls,all touch screen,neu
2114,,248,31,volume control,tactite button,neu
2115,,248,31,centre console,semi floating,neu
2116,,248,31,centre console,pretty deep,pos
2117,,248,31,centre console,deep,pos
2118,,248,31,centre console,quite fat,pos
2119,,248,31,centre console,deep,pos
2120,,248,31,cubby,deep,pos
2121,,248,31,storage,plenty of,pos
2122,,248,31,shift button,really like,pos
2123,,248,31,shift button,really like,pos
2124,,248,31,side finish,lovely,pos
2125,,248,31,foot brake,aluminium sleight,pos
2126,,248,31,side finish,aluminium brushed,neu
2127,,248,31,lighting,little,neu
2128,,248,31,lighting,led,neu
2129,,248,31,leather,really soft rubber,pos
2130,,248,31,rubber,ultra soft,pos
2131,,248,31,spokes,really liked,pos
2132,,248,31,spokes,admired,pos
2133,,248,31,spokes,little,neu
2134,,248,31,spokes,same as front grill,pos
2135,3810,248,32,screen,double deck,pos
2136,,248,32,dash,beuatiful,pos
2137,,248,32,quality,never gonna get bored of this level of quality,pos
2138,3811,248,33,navigation,intelligent,pos
2139,,248,33,navigation,like,pos
2140,,248,33,navigation,instigate aggressive region automatically ,pos
2141,,248,33,car,heavy,neu
2142,3812,248,34,screen,haptic feedback,pos
2143,,248,34,haptic feedback,feels quite good,pos
2144,3813,248,35,-,-,-
2145,3814,248,36,mirror,quite low,neg
2146,,248,36,mirror,can't get used to,neg
2147,3815,248,37,-,-,-
2148,3816,248,38,-,-,-
2149,3817,248,39,car,very well put together,pos
2150,,248,39,inside,beautifully finished,pos
2151,3818,248,40,finish,cannot fall,neg
2152,,248,40,surfaces,beautiful,pos
2153,,248,40,screen,brushed,pos
2154,,248,40,screen,aluminium,neu
2155,,248,40,screen,lovely,pos
2156,3819,248,41,content,beautiful radical,pos
2157,,248,41,BMW ,gone wild,pos
2158,,248,41,BMW ,leading the charge,pos
2159,3820,248,42,drive,love,pos
2160,3821,248,43,car,really good quality,pos
2161,,248,43,aspects,really like,pos
2162,,248,43,price,too expensive,neg
2163,,248,43,range,too heavy,neg
2164,,248,43,price,unwarranted,neg
2165,,248,43,electrification,fine transition,pos
2166,3822,248,44,drive,want a little bt more involving,neg
2167,3823,248,45,price,I pace in cheaper,neg
2168,,248,45,weight,I pace is lighter,neg
2169,,248,45,range,no worse,neu
2170,,248,45,range,I pace slightly better on paper,pos
2171,,248,45,car,I pace more engaging,neg
2172,,248,45,quality,up with jag,neu
2173,,248,45,car,another big player ,pos
2174,3824,249,1,-,-,-
2175,3825,249,2,-,-,-
2176,3826,249,3,car,so cool,pos
2177,,249,3,looks,futuristic,pos
2178,,249,3,car,head turning,pos
2179,,249,3,car,not a big show off,pos
2180,,249,3,car,not over the top,pos
2181,,249,3,car,more reserved,pos
2182,,249,3,looks,not a lot different,neu
2183,3827,249,4,drive,dead easy,pos
2184,,249,4,steering,nice,pos
2185,,249,4,gearbox,smooth enough,pos
2186,,249,4,seats,nice,pos
2187,,249,4,seats,supple,pos
2188,,249,4,comfy setting,rides over bumps pretty well,pos
2189,,249,4,car,supercar,pos
2190,,249,4,bumps,rides pretty well,pos
2191,3828,249,5,weight distribution,perfect,pos
2192,3829,249,6,-,-,-
2193,3830,249,7,engine,naturally aspirated,pos
2194,,249,7,engine,super car,pos
2195,,249,7,engine,rapid,pos
2196,,249,7,engine,responsive,pos
2197,,249,7,engine,mordern,pos
2198,,249,7,engine,turbocharged,pos
2199,,249,7,engine,good for 0 to 62 miles an hour,pos
2200,,249,7,engine,takes off,pos
2201,,249,7,sound,far more orchestral,pos
2202,,249,7,sound,musical interlude,pos
2203,3831,249,8,driving experience,real sensory,pos
2204,,249,8,gearshift,lightning fast,pos
2205,,249,8,drive system,four wheel,neu
2206,,249,8,drive,so much fun,pos
2207,,249,8,drive,absolutely unbelievable,pos
2208,,249,8,power,pretty much to the rear wheels,neu
2209,,249,8,steering,super sharp,pos
2210,,249,8,steering,cocking,pos
2211,,249,8,steering,change direction faster than a housefly,pos
2212,,249,8,cornering,mind bending,pos
2213,,249,8,cornering,not unsohpisticated,pos
2214,,249,8,cornering,really feel involved in the proceedings,pos
2215,3832,249,9,-,-,-
2216,3833,249,10,ambience,fabulous,pos
2217,,249,10,ambience,beautiful,pos
2218,3834,249,11,interior,fabulous,pos
2219,,249,11,interior,better thought out than Lamborghini's Hurricane,pos
2220,,249,11,virtual cockpit,clear,pos
