,Unnamed: 0,id,segment_id,aspect_lemmatized,opinion_lemmatized,sentiment
1838,3722,246,1,vehicle,electric,neu
1839,3723,246,2,-,-,-
1840,3724,246,3,-,-,-
1841,3725,246,4,system,slowing slightly,neg
1842,,246,4,braking,regenerative,neg
1843,,246,4,brrak pedal,nice feel,pos
1844,3726,246,5,-,-,-
1845,3727,246,6,brake temperature,good,pos
1846,3728,246,7,brake,absolutely fine,neu
1847,,246,7,brake,make sure hot,neg
1848,3729,246,8,brake pedal,normal,neu
1849,,246,8,brake,normal,neu
1850,,246,8,car,normal,neu
1851,,246,8,brake,heat,pos
1852,3730,246,9,battery,bravo job,pos
1853,3731,246,10,seat,buiseness class,pos
1854,3732,246,11,comfort level,quite nice,pos
1855,3733,246,12,corner handling,comfy,pos
1856,,246,12,air suspension,comfy,pos
1857,3734,246,13,-,-,-
1858,3735,246,14,suspension,slightly stiffer,neu
1859,,246,14,weight,heavier,neg
1860,,246,14,car,electric,neu
1861,,246,14,centre gravity,lower,neu
1862,,246,14,car,compromise ehicle dynamic comfort,neg
1863,,246,14,feel,great,neg
1864,3736,246,15,inside,nice,pos
1865,,246,15,inside,like,pos
1866,,246,15,design,lovely,pos
1867,3737,246,16,design,adore,pos
1868,,246,16,camrea review,projected door panel,neu
1869,,246,16,camreas,cool feature,pos
1870,,246,16,camera review,nice touch,pos
1871,3738,246,17,sailing mode,interesting,pos
1872,,246,17,car,electric,neu
1873,,246,17,car,coast like normal automatic,pos
1874,,246,17,efficiency,maximize,pos
1875,3739,246,18,-,-,-
1876,3740,246,19,-,-,-
1877,3741,246,20,battery,gained,pos
1878,,246,20,battery,pretty impressive,pos
1879,3742,246,21,-,-,-
1880,3743,247,1,Audi A8,age better,pos
1881,3744,247,2,look,pretty good looking,pos
1882,,247,2,top,good,pos
1883,,247,2,price,quite expensive,neg
1884,3745,247,3,-,-,-
1885,3746,247,4,look,smart looking,pos
1886,,247,4,inside,smart looking,pos
1887,,247,4,quality,typical Audi bill,neu
1888,,247,4,feel,supremely well made,pos
1889,,247,4,design,though well,neu
1890,,247,4,design,little bit kill,neg
1891,,247,4,button,bit confusing,neg
1892,,247,4,button,mess,neg
1893,3747,247,5,entertaintment system,rise magically,pos
1894,,247,5,screen,pretty small,neg
1895,,247,5,definition,little bit low,neg
1896,3748,247,6,entertaintment system,old,neg
1897,,247,6,entertaintment system,okay use,neu
1898,,247,6,entertaintment system,nowhere near mordern system,neg
1899,3749,247,7,space,okay,neu
1900,,247,7,door,big,neu
1901,,247,7,equipment,impressive,pos
1902,,247,7,door,bulky,neu
1903,3750,247,8,-,-,-
1904,3751,247,9,equipement,well equipped,pos
1905,3752,247,10,car,large,pos
1906,,247,10,car,little bit small side limousine standard,neu
1907,,247,10,car,go back far,neg
1908,,247,10,shape,nice,pos
1909,,247,10,shape,square,neu
1910,,247,10,shape,quite big,pos
1911,,247,10,boot,larger,pos
1912,,247,10,underfloor storage,bit,neu
1913,,247,10,underfloor storage,much room,neg
1914,3753,247,11,wheelbase,long,pos
1915,,247,11,knee room,absolutely load,pos
1916,,247,11,car,feel fine pretty quite,neg
1917,,247,11,space,lovely,pos
1918,,247,11,space,easier stretch,pos
1919,,247,11,seat,upgraded,pos
1920,,247,11,seat,recline,pos
1921,,247,11,back,super comfy,pos
1922,,247,11,seat,little bit harder rival,neg
1923,,247,11,seat,ideal person,neg
1924,3754,247,12,-,-,-
1925,3755,247,13,Audi A8,pretty capable limousine,pos
1926,3756,247,14,-,-,-
1927,3757,247,15,car,lot older rival,neg
1928,,247,15,car,due replacement soon,neg
1929,,247,15,car,seem age,pos
1930,,247,15,car,really impressive package,pos
1931,,247,15,air suspension,little bit firmer,neu
1932,,247,15,bump,ride really well,pos
1933,,247,15,dynamic mode,stiffens thing,neu
1934,,247,15,handle,surpisingly well,pos
1935,,247,15,size,big,neu
1936,,247,15,corner,careful,neu
1937,,247,15,corner,go around quickly,neg
1938,,247,15,travel,really relaxing,pos
1939,3758,247,16,sound,quiet,pos
1940,,247,16,sound,wind,pos
1941,,247,16,sound,little bit Tyrell,neg
1942,3759,247,17,engine,cheapest,neg
1943,,247,17,engine,fast enough,pos
1944,,247,17,car,big,pos
1945,3760,247,18,engine,nice,pos
1946,,247,18,gearbox,fine,pos
1947,,247,18,engine,smooth,pos
1948,3761,247,19,visibility,problem,neg
1949,,247,19,visibilty,little bit lacking,neg
1950,,247,19,visibility,really good,pos
1951,3762,247,20,Audi A8,stunning test time,pos
1952,,247,20,Audi A8,pretty well,pos
1953,3763,247,21,-,-,-
1954,3764,247,22,-,-,-
1955,3765,247,23,entertaintment system,touch,neu
1956,,247,23,entertaintment system,hybrid version,neg
1957,,247,23,entertaintment system,really difficult use,neg
1958,3766,247,24,car,easy confuse A6,neg
1959,3767,247,25,-,-,-
1960,3768,247,26,-,-,-
1961,3769,247,27,thing,cool,pos
1962,3770,247,28,-,-,-
1963,3771,247,29,entertaintment system,getting bit,neg
1964,3772,247,30,petrol engine,economical,pos
1965,,247,30,cruising,save fuel,pos
1966,3773,247,31,-,-,-
1967,3774,247,32,boot,rival bigger,neg
1968,,247,32,boot,rival useful,neg
1969,3775,247,33,entertaintment system,feel dated,neg
1970,3776,247,34,travelling,complicated,neg
1971,,247,34,handle,well,pos
1972,,247,34,size,big vehicle,neu
1973,3777,247,35,-,-,-
1974,3778,247,36,-,-,-
1975,3779,248,1,car,fully electric,pos
1976,3780,248,2,weight,lightweight,neu
1977,,248,2,weight,heaviest beast,neg
1978,,248,2,weight,heavier,neg
1979,,248,2,weight,heavier jag,neg
1980,,248,2,energy harvesting,really efficient,pos
1981,,248,2,energy harvesting,really really efficient,pos
1982,,248,2,downhill,many kilometer,pos
1983,,248,2,downhill,brilliant,pos
1984,,248,2,weight,heavy big mass,neg
1985,,248,2,mile,load,pos
1986,,248,2,mile,good thing,pos
1987,3781,248,3,-,-,-
1988,3782,248,4,electric platform,premium,neu
1989,3783,248,5,port,slide,pos
1990,,248,5,port,lovely,pos
1991,,248,5,port,little,neg
1992,,248,5,car,electric,pos
1993,3784,248,6,offroad,grip pretty well,pos
1994,,248,6,offroad,realy handy,pos
1995,,248,6,offroad,mature electric floating,pos
1996,,248,6,offroad,instant torque,pos
1997,,248,6,suspension,airbag,pos
1998,,248,6,suspension,adjustable,pos
1999,,248,6,offroad sound,quiet,pos
2000,3785,248,7,air suspension,pumped higher,pos
2001,,248,7,ground clearence,higher,pos
2002,3786,248,8,offroad,effective,pos
2003,,248,8,drive,safety net,pos
2004,,248,8,drive,wheel whenever need,pos
2005,,248,8,descent,automatic control,pos
2006,,248,8,slope,slowing car,neg
2007,,248,8,climb,without issue,neg
2008,,248,8,car,big box,neu
2009,,248,8,rock crawling,car,neg
2010,3787,248,9,design,familiar,neu
2011,,248,9,look,familiar,neu
2012,,248,9,car,feel radical,neg
2013,3788,248,10,-,-,-
2014,3789,248,11,car,shorter Tesla Model X,neu
2015,,248,11,car,longer jag I pace,neu
2016,,248,11,look,pretty,pos
2017,,248,11,look,better Tesla Model X,pos
2018,,248,11,look,prefer JAG I little bit creative,pos
2019,,248,11,look,familar,neu
2020,,248,11,car,class,pos
2021,,248,11,car,grace,pos
2022,,248,11,front grill,familiar,neu
2023,,248,11,front grill,,neu
2024,3790,248,12,vent,active,pos
2025,,248,12,cruise control,adaptive,pos
2026,3791,248,13,offroading,electric powered,pos
2027,,248,13,offroading,perfect,pos
2028,,248,13,torque,lot,pos
2029,,248,13,torque,easily developed,pos
2030,,248,13,torque,nice,pos
2031,3792,248,14,rear engine,little bit stronger,pos
2032,,248,14,front end,little bit le power,neg
2033,,248,14,drive train,electric,neu
2034,,248,14,drive train,new,pos
2035,3793,248,15,-,-,-
2036,3794,248,16,modular system,best,pos
2037,,248,16,portfolio,best,pos
2038,,248,16,portfolio,big,pos
2039,,248,16,Audi,good,pos
2040,,248,16,talking price,perfect,pos
2041,3795,248,17,price,lot money,neg
2042,,248,17,price,expensive car,pos
2043,,248,17,price,way expensive,pos
2044,3796,248,18,air suspension,adaptable,pos
2045,,248,18,headlight,unique,pos
2046,3797,248,19,charhing panel,illuminates,pos
2047,,248,19,charging panel,good,pos
2048,3798,248,20,Audi Tron,big milestone,pos
2049,3799,248,21,-,-,-
2050,3800,248,22,side profile,like,pos
2051,,248,22,side profile,indented,neu
2052,,248,22,side profile,waistline crease,neu
2053,,248,22,horn,lovely,pos
2054,,248,22,side profile,little feature,neu
2055,,248,22,side profile,quirky crossover,pos
2056,,248,22,look,prettiest looking Audi,pos
2057,3801,248,23,camera mirror,optional,neu
2058,,248,23,camera mirror,really fan,neg
2059,,248,23,roof bar,lovely,pos
2060,,248,23,roof bar,smooth,pos
2061,,248,23,roof bar,really smooth,pos
2062,,248,23,door,strike,neu
2063,,248,23,door,cut dent,neu
2064,,248,23,door,plastic cladding,neu
2065,,248,23,sound,soundproofing throughout,pos
2066,,248,23,sound,quiet,pos
2067,,248,23,sound,composed,pos
2068,,248,23,car,luxurious,pos
2069,,248,23,glass,double glazed,pos
2070,,248,23,floor,flat,pos
2071,,248,23,car,really new,pos
2072,,248,23,type,SUV,neu
2073,,248,23,engine,absolutely love night,pos
2074,,248,23,engine,solid bar,pos
2075,,248,23,engine,full led,pos
2076,,248,23,look,absolutely gorgeous,pos
2077,,248,23,car,subtle,neu
2078,,248,23,car,standout,neu
2079,,248,23,look,fairly handsome,pos
2080,,248,23,lools,well put together,neu
2081,,248,23,boot space,really impressive,pos
2082,,248,23,front,bigger lot car,neu
2083,,248,23,storage area,purely cable,pos
2084,,248,23,boot underfloor area,much useful,pos
2085,,248,23,boot underfloor area,easily accessible,pos
2086,,248,23,boot,false floor,pos
2087,,248,23,false floor,space saver wheel,pos
2088,,248,23,floor,quite fat entry point,neg
2089,,248,23,floor,near damn flat,pos
2090,,248,23,boot,Tesla Model X bigger,neg
2091,,248,23,size,Tesla Model X bigger,neu
2092,3802,248,24,model X,five meter long,pos
2093,,248,24,model X,lighter car,pos
2094,,248,24,car,heavy water,neu
2095,3803,248,25,back space,lot,pos
2096,3804,248,26,seat,look familiar,neu
2097,3805,248,27,arm rest,luxurious,pos
2098,,248,27,arm rest,noisy,neg
2099,,248,27,cup holder,nice,pos
2100,,248,27,cup holder,cheeky,pos
2101,3806,248,28,-,-,-
2102,3807,248,29,car,hevy beast,neu
2103,3808,248,30,base,heavy,neg
2104,,248,30,dash,gorgeous,pos
2105,,248,30,seat,adjustable,neu
2106,,248,30,inside,pleasent place,pos
2107,3809,248,31,cabin,plush,pos
2108,,248,31,cabin,gorgeous,pos
2109,,248,31,cabin,well appointed,pos
2110,,248,31,screen clarity,insane,pos
2111,,248,31,control,bit acquired taste,neu
2112,,248,31,control,everything union,pos
2113,,248,31,control,touch screen,neu
2114,,248,31,volume control,tactite button,neu
2115,,248,31,centre console,semi floating,neu
2116,,248,31,centre console,pretty deep,pos
2117,,248,31,centre console,deep,pos
2118,,248,31,centre console,quite fat,pos
2119,,248,31,centre console,deep,pos
2120,,248,31,cubby,deep,pos
2121,,248,31,storage,plenty,pos
2122,,248,31,shift button,really like,pos
2123,,248,31,shift button,really like,pos
2124,,248,31,side finish,lovely,pos
2125,,248,31,foot brake,aluminium sleight,pos
2126,,248,31,side finish,aluminium brushed,neu
2127,,248,31,lighting,little,neu
2128,,248,31,lighting,led,neu
2129,,248,31,leather,really soft rubber,pos
2130,,248,31,rubber,ultra soft,pos
2131,,248,31,spoke,really liked,pos
2132,,248,31,spoke,admired,pos
2133,,248,31,spoke,little,neu
2134,,248,31,spoke,front grill,pos
2135,3810,248,32,screen,double deck,pos
2136,,248,32,dash,beuatiful,pos
2137,,248,32,quality,never gonna get bored level quality,pos
2138,3811,248,33,navigation,intelligent,pos
2139,,248,33,navigation,like,pos
2140,,248,33,navigation,instigate aggressive region automatically,pos
2141,,248,33,car,heavy,neu
2142,3812,248,34,screen,haptic feedback,pos
2143,,248,34,haptic feedback,feel quite good,pos
2144,3813,248,35,-,-,-
2145,3814,248,36,mirror,quite low,neg
2146,,248,36,mirror,can't get used,neg
2147,3815,248,37,-,-,-
2148,3816,248,38,-,-,-
2149,3817,248,39,car,well put together,pos
2150,,248,39,inside,beautifully finished,pos
2151,3818,248,40,finish,cannot fall,neg
2152,,248,40,surface,beautiful,pos
2153,,248,40,screen,brushed,pos
2154,,248,40,screen,aluminium,neu
2155,,248,40,screen,lovely,pos
2156,3819,248,41,content,beautiful radical,pos
2157,,248,41,BMW,gone wild,pos
2158,,248,41,BMW,leading charge,pos
2159,3820,248,42,drive,love,pos
2160,3821,248,43,car,really good quality,pos
2161,,248,43,aspect,really like,pos
2162,,248,43,price,expensive,neg
2163,,248,43,range,heavy,neg
2164,,248,43,price,unwarranted,neg
2165,,248,43,electrification,fine transition,pos
2166,3822,248,44,drive,want little bt involving,neg
2167,3823,248,45,price,I pace cheaper,neg
2168,,248,45,weight,I pace lighter,neg
2169,,248,45,range,worse,neu
2170,,248,45,range,I pace slightly better paper,pos
2171,,248,45,car,I pace engaging,neg
2172,,248,45,quality,jag,neu
2173,,248,45,car,another big player,pos
2174,3824,249,1,-,-,-
2175,3825,249,2,-,-,-
2176,3826,249,3,car,cool,pos
2177,,249,3,look,futuristic,pos
2178,,249,3,car,head turning,pos
2179,,249,3,car,big show,pos
2180,,249,3,car,top,pos
2181,,249,3,car,reserved,pos
2182,,249,3,look,lot different,neu
2183,3827,249,4,drive,dead easy,pos
2184,,249,4,steering,nice,pos
2185,,249,4,gearbox,smooth enough,pos
2186,,249,4,seat,nice,pos
2187,,249,4,seat,supple,pos
2188,,249,4,comfy setting,ride bump pretty well,pos
2189,,249,4,car,supercar,pos
2190,,249,4,bump,ride pretty well,pos
2191,3828,249,5,weight distribution,perfect,pos
2192,3829,249,6,-,-,-
2193,3830,249,7,engine,naturally aspirated,pos
2194,,249,7,engine,super car,pos
2195,,249,7,engine,rapid,pos
2196,,249,7,engine,responsive,pos
2197,,249,7,engine,mordern,pos
2198,,249,7,engine,turbocharged,pos
2199,,249,7,engine,good 0 62 mile hour,pos
2200,,249,7,engine,take,pos
2201,,249,7,sound,far orchestral,pos
2202,,249,7,sound,musical interlude,pos
2203,3831,249,8,driving experience,real sensory,pos
2204,,249,8,gearshift,lightning fast,pos
2205,,249,8,drive system,four wheel,neu
2206,,249,8,drive,much fun,pos
2207,,249,8,drive,absolutely unbelievable,pos
2208,,249,8,power,pretty much rear wheel,neu
2209,,249,8,steering,super sharp,pos
2210,,249,8,steering,cocking,pos
2211,,249,8,steering,change direction faster housefly,pos
2212,,249,8,cornering,mind bending,pos
2213,,249,8,cornering,unsohpisticated,pos
2214,,249,8,cornering,really feel involved proceeding,pos
2215,3832,249,9,-,-,-
2216,3833,249,10,ambience,fabulous,pos
2217,,249,10,ambience,beautiful,pos
2218,3834,249,11,interior,fabulous,pos
2219,,249,11,interior,better thought Lamborghini's Hurricane,pos
2220,,249,11,virtual cockpit,clear,pos
2221,,249,11,virtual cockpit,logical cutting edge,pos
2222,3835,249,12,virtual cockpit,cool,pos
2223,3836,249,13,engine,cool,pos
2224,,249,13,engine,save fuel cruising,pos
2225,3837,249,14,-,-,-
2226,3838,249,15,practicality,decent supercar,neu
2227,,249,15,front,deep,pos
2228,,249,15,car,supercar,pos
2229,3839,249,16,-,-,-
2230,3840,249,17,new R8,50 kilogram lighter,neu
2231,,249,17,new R8,40% stiffer,neu
2232,,249,17,camera gun,steady,pos
2233,,249,17,launch control,easy,pos
2234,3841,249,18,fuel tank,big,neg
2235,,249,18,fuel tank,fill pretty much every 200 mile,neg
2236,3842,249,19,-,-,-
2237,3843,249,20,-,-,-
2238,3844,249,21,side blade,nice,pos
2239,3845,249,22,laser headlight,brilliant,pos
2240,,249,22,laser headlight,automatically cancel 37 mile hour,neg
2241,,249,22,corner,normal beam,neg
2242,,249,22,slow speed,normal beam,neg
2243,3846,249,23,brake,absolutely mighty,pos
2244,,249,23,brake,feel bit grubby,neg
2245,3847,249,24,car,supercar,pos
2246,,249,24,car,generally super Audi,pos
2247,,249,24,car,desirable Audi Ferrari,neg
2248,3848,249,25,price,cost serious money,neg
2249,,249,25,price,really expensive,neg
2250,,249,25,drive,brilliant,pos
2251,3849,249,26,look,fantastic,pos
2252,3850,249,27,-,-,-
2253,3851,249,28,-,-,-
2254,3852,250,1,size,large,pos
2255,,250,1,car,sick,neg
2256,,250,1,type,SUV,neu
2257,3853,250,2,door,frameless,pos
2258,,250,2,feature,big,neu
2259,,250,2,arch,flat,neu
2260,,250,2,look,trying look desirable,pos
2261,3854,250,3,look,quite lot like lamborghini,neu
2262,3855,250,4,car,wider,neu
2263,,250,4,car,slightly lower ground,neu
2264,,250,4,car,shorter,neu
2265,3856,250,5,engine,mild hybrid diesel,neu
2266,,250,5,technology,active,pos
2267,,250,5,technology,chatty,pos
2268,,250,5,drive,four wheel,neu
2269,,250,5,suspension,sport tuned,neu
2270,,250,5,suspension,adaptive,pos
2271,,250,5,trim,higher end bosch tronic,neu
2272,,250,5,steering,four wheel,neu
2273,,250,5,safety,every active safety system,pos
2274,3857,250,6,price,actually quite lot money,pos
2275,,250,6,price,pretty competitive,neu
2276,3858,250,7,Q A8,leathery,pos
2277,,250,7,Q A8,creamy,pos
2278,,250,7,Q A8,high end,pos
2279,,250,7,QA8,expensive feeling,pos
2280,3859,250,8,entertaintment setup,dominates driving environment,pos
2281,,250,8,entertaintment setup,couple touch screen,neu
2282,,250,8,entertaintment setup,pretty imposing,pos
2283,,250,8,entertaintment setup,pretty easy use,pos
2284,,250,8,screen,slightly bigger,pos
2285,,250,8,entertaintment setup,look pretty sophisticated,pos
2286,,250,8,drive,like flying low level pilot jet,pos
2287,,250,8,drive,high tech,pos
2288,3860,250,9,car,sporty,pos
2289,,250,9,performance,plenty,pos
2290,,250,9,performance,quite,neg
2291,3861,250,10,performance level,quite,neg
2292,,250,10,handling appeal,quite,neg
2293,,250,10,dynamic ability,nice,pos
2294,,250,10,dynamic ability,broad range,pos
2295,,250,10,dynamic ability,big luxury,pos
2296,,250,10,dynamic ability,comfy one moment,pos
2297,,250,10,dynamic ability,fast,pos
2298,,250,10,dynamic ability,agile,pos
2299,3862,250,11,car,unfulfilled potential,neu
2300,,250,11,car,effective new flagship vehicle,pos
2301,,250,11,design,could dialed little bit,neg
2302,,250,11,car,desirable,pos
2303,,250,11,size,large,pos
2304,,250,11,car,luxury,pos
2305,,250,11,type,SUV,neu
2306,,250,11,look,sure amazed,neg
2307,,250,11,styling appeal,sure quite,neg
2308,3863,251,1,torque,significant number,neu
2309,,251,1,torque,astonishing amount,pos
2310,,251,1,torque,ideal,pos
2311,,251,1,rev,effectively,neu
2312,,251,1,torque,cannot think another develops 1000 rev,pos
2313,3864,251,2,engine,spin quickly,pos
2314,,251,2,engine,almost turbo lag,pos
2315,,251,2,gearbox,quite schocking,neu
2316,,251,2,acceleration,manner unlike turbocharged car,neu
2317,,251,2,cable,massively thick,pos
2318,,251,2,corner,minimized body roll,pos
2319,,251,2,sound,extra waffle exhaust,pos
2320,,251,2,noise,lament,neu
2321,3865,251,3,sound,good,pos
2322,,251,3,sound,especially purposeful,pos
2323,,251,3,sound,big powerful,pos
2324,3866,251,4,sound,possibly nicest,pos
2325,,251,4,inside,pretty nice,pos
2326,,251,4,car,feel like tall estate,pos
2327,3867,251,5,electronic system,sophisticated,pos
2328,,251,5,steering,slightly numb,neg
2329,,251,5,steering,really really peculiar,neg
2330,,251,5,drive,naturally easy,neg
2331,,251,5,car,quiet,pos
2332,,251,5,car,refined,pos
2333,3868,251,6,-,-,-
2334,3869,251,7,-,-,-
2335,3870,251,8,car,significant absolutely,pos
2336,3871,252,1,model,new,pos
2337,,252,1,platform,really interesting,pos
2338,,252,1,architecture,flexible,pos
2339,,252,1,architecture,underpin anything,pos
2340,3872,252,2,A3,absolutely outstanding,pos
2341,,252,2,A3,quite step forward,pos
2342,,252,2,ride,lot pliant,pos
2343,3873,252,3,price,quite expensive,pos
2344,3874,252,4,car,well equipped,pos
2345,,252,4,car,really refined,pos
2346,,252,4,inside,feel really lovely,pos
2347,,252,4,feel,premium,pos
2348,,252,4,interior,biggest step forward,pos
2349,3875,252,5,steering sport,would like bit life,neg
2350,,252,5,damper,passive,neg
2351,,252,5,grip,load,pos
2352,,252,5,drive,front wheel,neu
2353,,252,5,road,flow along nicely,pos
2354,,252,5,dynmanic mode,much feel,neg
2355,,252,5,dynmanic mode,feel bit steroid,neg
2356,3876,252,6,gearbox,fine cruising,pos
2357,,252,6,gearbox,bit lazy,neg
2358,,252,6,gearbox,intuitive,neg
2359,,252,6,gearbox,vigorous,neg
2360,3877,252,7,A3,still quite exceptional,pos
2361,3878,252,8,car,refined,pos
2362,,252,8,car,lovely place,pos
2363,,252,8,car,packaged well,pos
2364,,252,8,car,really efficient,pos
2365,,252,8,effiiciency,really impressive,pos
2366,3879,252,9,car,nothing grab,neg
2367,3880,252,10,car,fun,pos
2368,,252,10,car,great job updating thing,pos
2369,,252,10,car,massive seller,pos
2370,3881,252,11,car,enthisiast choice,neg
2371,,252,11,engine,enthisiast choice,neg
2372,,252,11,A3,huge success,pos
2373,3882,253,1,SUV,popular,pos
2374,,253,1,SUV,midsize,neu
2375,,253,1,SUV,premium,pos
2376,3883,253,2,-,-,-
2377,3884,253,3,performance drivability,pretty bold claim,pos
2378,,253,3,technology,pretty bold claim,pos
2379,3885,253,4,-,-,-
2380,3886,253,5,exhaust,fake,neg
2381,,253,5,look,old Q5,neu
2382,3887,253,6,weight,90 kilo le,pos
2383,3888,253,7,weight,feel lighter,pos
2384,,253,7,weight,le,pos
2385,,253,7,economy,better,pos
2386,,253,7,drive,wheel,neu
2387,,253,7,efficiency,boost,pos
2388,,253,7,mpg,actually best class,pos
2389,,253,7,mpg,alright,neu
2390,,253,7,mpg,hardly going save planet,neu
2391,,253,7,performance,lightness help,pos
2392,,253,7,0 60 time,impressive,pos
2393,3889,253,8,-,-,-
2394,3890,253,9,new Q5,wider,pos
2395,,253,9,new Q5,taller,pos
2396,,253,9,back knee room,much,pos
2397,,253,9,back head room,much,pos
2398,,253,9,rear passenger space,class leading,pos
2399,,253,9,floor,big lump,neg
2400,,253,9,carrying three back,good,neg
2401,3891,253,10,boot,bigger,pos
2402,,253,10,Audi,still impressive,pos
2403,3892,253,11,interior quality,kill rival,pos
2404,,253,11,cabin,beautifully made,pos
2405,,253,11,cabin,well designed,pos
2406,,253,11,technology,positively dripping,pos
2407,3893,253,12,infotaintment system,really really slick,pos
2408,,253,12,infotaintment system,steady use,pos
2409,3894,253,13,technology,leading,pos
2410,3895,253,14,Q5,aerodynamic,pos
2411,,253,14,Q5,midsize,neu
2412,,253,14,type,SUV,neu
2413,,253,14,windscreen,acoustic,pos
2414,,253,14,inside,nice,pos
2415,,253,14,inside,quiet,pos
2416,3896,253,15,sound level,normal conversation three foot,neu
2417,3897,253,16,air suspension comfy setting,super wolf tea,pos
2418,,253,16,comfort,comfy A8 limousine,neu
2419,,253,16,bumpy road,bad,pos
2420,,253,16,dynamic mode air suspension,lower stiffens,neu
2421,,253,16,height,tall car,neu
2422,,253,16,corner,roll much,pos
2423,,253,16,steer,nice,pos
2424,,253,16,grip,sharp,pos
2425,,253,16,drive system,wheel,neu
2426,,253,16,twisty road,hustle pretty much fast,pos
2427,,253,16,car,actually impressed,pos
2428,,253,16,air suspension,useful offroad,pos
2429,3898,253,17,-,-,-
2430,3899,253,18,-,-,-
2431,3900,253,19,cruise control,amazing,pos
2432,3901,253,20,headlamp,amazing,pos
2433,,253,20,indicator,pulsating,pos
2434,,253,20,stereo,bang,pos
2435,3902,253,21,charging,wireless,neu
2436,3903,253,22,-,-,-
2437,3904,253,23,overall,really good,pos
2438,,253,23,Audi Q5,best class,pos
2439,,253,23,size,midsize,neu
2440,,253,23,type,SUV,neu
2441,3905,253,24,price,little bit expensive,pos
2442,,253,24,price,problem,neg
2443,3906,253,25,-,-,-
2444,3907,254,1,Audi,Ultra fast,pos
2445,,254,1,R8,love,pos
2446,,254,1,TT,love,pos
2447,,254,1,R three,dissapointed,neg
2448,,254,1,RS5,pleasently surprised,pos
2449,3908,254,2,-,-,-
2450,3909,254,3,V8 engine,full fat,pos
2451,,254,3,V8 engine,fantastic theme,pos
2452,,254,3,drive system,four wheel,neu
2453,,254,3,drive system,sophisticated,pos
2454,,254,3,drive,rather better theory,pos
2455,3910,254,4,weight,quite lot,neg
2456,3911,254,5,car,faster,pos
2457,,254,5,car,inherently quicker,neu
2458,3912,254,6,car,quite firm,neg
2459,,254,6,RS5 quality,like,pos
2460,,254,6,quality,feel awful lot better,neg
2461,,254,6,dynamic,add anything car,neg
2462,,254,6,steering,feel horrible,neg
2463,,254,6,steering,devoid field going slowly,neg
2464,3913,254,7,stuff,lot good bad,pos
2465,,254,7,car,really really good,pos
2466,,254,7,engine,lovely,pos
2467,,254,7,Stronic transmission,really good,pos
2468,,254,7,Stronic transmission,really smooth,pos
2469,,254,7,Stronic transmission,really fast,pos
2470,,254,7,gearbox,would rather three pedal stick,neg
2471,3914,254,8,wet road,car real balance,pos
2472,,254,8,turn,nicely,pos
2473,,254,8,turn,actually balance car,pos
2474,,254,8,turn,go sideways,pos
2475,,254,8,behaving,fantastic,pos
2476,3915,254,9,RS4,definitely one better one,pos
2477,3916,254,10,-,-,-
2478,3917,254,11,car,fast,pos
2479,,254,11,car,well built,pos
2480,,254,11,car,good looking,pos
2481,3918,254,12,driver satifaction,pretty rare among car,pos
2482,,254,12,driver satifaction,add,pos
2483,3919,254,13,price,le expensive Mercedes-Benz 60 three AMG,pos
2484,3920,254,14,car,comfortable,pos
2485,3921,254,15,V8,magnificent,pos
2486,3922,254,16,car,best one,pos
2487,,254,16,Audi,truly proud,pos
2488,3923,255,1,weight,substantially lighter,pos
2489,,255,1,size,midsize,neu
2490,,255,1,car,executive,neu
2491,,255,1,type,saloon,neu
2492,,255,1,drive,front wheel,neu
2493,3924,255,2,drive,front wheel,neu
2494,,255,2,chasis,struggle ride level engagement,neg
2495,3925,255,3,handling,big jump ability,pos
2496,3926,255,4,-,-,-
2497,3927,255,5,practicality,surprisingly spacious,pos
2498,,255,5,inside,surprisingly spacious,pos
2499,3928,255,6,drive,right hand,neu
2500,,255,6,pedal,significantly offset,neg
2501,3929,255,7,price,fractionally expensive,neg
2502,,255,7,consumption,match BMW,neu
2503,3930,255,8,latest version,much improved,pos
2504,,255,8,driving position,offset,neg
2505,,255,8,driving position,major disadvantage,neg
2506,3931,256,1,-,-,-
2507,3932,256,2,drive,four wheel,neu
2508,,256,2,type,hatchback,neu
2509,3933,256,3,fit finish,beautifully appointed,pos
2510,,256,3,designed,really intelligently,pos
2511,,256,3,satnav screen,work tremendously well,pos
2512,,256,3,satnav screen,middle,pos
2513,,256,3,interior quality,well,pos
2514,,256,3,rest finish,well,pos
2515,3934,256,4,rear seat combination,le well TT,neg
2516,,256,4,car,practical,pos
2517,3935,256,5,drive,pretty much well inland,neu
2518,,256,5,drive,probably good Volkswagon R,neg
2519,,256,5,steering,still little bit remote,neg
2520,,256,5,steering,much feedback,neg
2521,,256,5,steering,much feel,neg
2522,,256,5,chasis,solidity,neg
2523,,256,5,chasis,feel little bit lighter,pos
2524,,256,5,chasis,feel little bit agile,pos
2525,,256,5,chasis,slightly loose,neg
2526,,256,5,chasis,slightly le rewarding,neg
2527,,256,5,car,thing well,pos
2528,,256,5,turn,crispy,pos
2529,,256,5,mid corner,give little bit adjustability,pos
2530,,256,5,TT cornering,great enthusiasm,pos
2531,,256,5,montain road,expect backing,neg
2532,3936,257,1,GT-R,hardcore,pos
2533,,257,1,GT-R,track focused,pos
2534,,257,1,car,got stuff,pos
2535,,257,1,value money,despite price sold,pos
