,gold outputs,predictions
988,"(tyres, fattest, neutral)","(tyres, fattest, neutral)"
989,"(engine notes, not enhance, negative); (engine notes, noise cancellation, positive); (engine notes, not harsh, positive); (engine notes, cool, positive); (engine notes, respect, positive)","(engine notes, not harsh, positive); (engine notes, cool, positive); (engine notes, respect, positive)"
990,"(engine notes, very possible, positive)","(engine notes, very possible, positive)"
991,"(car, compromised between harshness and possibility, neutral)","(car, compromised between harshness and possibility, neutral)"
992,"(overall, tightened up package, negative)","(overall, tightened up package, negative)"
993,"(car, lot more compliant, positive); (car, a lot compliant, positive); (suspension, five degrees softer, positive); (bumps, does a better job of soaking, positive); (handling, not quite sharp, negative); (brakes, not quite grabby, negative); (brakes, aren't as powerful, negative); (car, designed to be luxurious, positive); (door, four, neutral); (car, family sedan, positive); (car, can be very sporting, positive)","(car, lot more compliant, positive); (car, suspension does a better job of soaking up bumps, positive); (handling, not quite sharp, negative); (brakes, not quite grabby, negative); (brakes, aren't as powerful, negative); (car, luxurious, positive); (car, family, positive); (car, very sporting, positive); (light, shiny, positive); (suspension, five degrees softer, positive); (bump, don't ruin, positive); (brakes,"
994,"(drive, fun, positive); (drive, comfortable, positive)","(drive, fun, positive); (drive, comfortable, positive)"
995,"(smell, good, positive); (car, luxurious, positive); (type, sedan, neutral); (car, family, positive)","(smell, good, positive); (car, luxurious, positive); (type, sedan, neutral); (car, family, positive)"
996,"(None, None, None)","(None, None, None)"
997,"(torque, amount greater, positive); (torque, forces gassing horsepower, positive); (horsepower, important, positive); (sound, great, positive); (sound, nothing like a lot of corn, positive)","(torque, greater than american Dooley, positive); (sound, great, positive); (sound, lot of corn, positive)"
998,"(engine, proportionately blown away, positive); (engine, absolutely bulletproof, positive); (engine, phenomenal, positive); (engine, unbeatable, positive); (diesel engine, far more reliable, positive); (diesel engine, long lasting, positive); (diesel engine, doubled down, positive); (drive, like a schmuck, positive)","(engine, proportionately blown away, positive); (engine, absolutely bulletproof, positive); (engine, phenomenal, positive); (engine, unbeatable, positive); (diesel engine, far more reliable, positive); (diesel engine, long lasting, positive); (diesel engine, doubled down, positive); (miles per gallon, average of 30 miles per gallon, positive); (drive, like a schmuck, positive)"
999,"(grill, big, positive); (grill, classic, positive)","(grill, big, positive); (grill, classic, positive)"
1000,"(headlights, cool led, positive); (headlights, best in terms of doing led bling, positive); (headlights, led bling changes quite often, neutral); (headlights, led bling change very obvious, neutral); (headlights, led bling change very obvious, neutral); (front headlights, change in a year, neutral); (front headlights, brilliant, positive)","(headlights, cool led, positive); (headlights, best in terms of doing led bling, positive); (headlights, led bling changes quite often, neutral); (headlights, led bling change very obvious, neutral); (headlights, led bling change very obvious, neutral); (front headlights, change in a year, neutral); (front headlights, brilliant, positive)"
1001,"(back, tasteful, positive); (back, deserves a slap, positive); (back, beautiful, positive); (styling cars, never overweight, positive)","(back, tasteful, positive); (back, deserves a slap, positive); (back, beautiful, positive); (styling cars, never overweight, positive)"
1002,"(engine, fantastic, positive); (engine, should be fast, positive); (engine, should be rocket, positive); (engine, very little lust, negative)","(engine, fantastic, positive); (engine, fast, positive); (engine, rocket, positive); (engine, very little lust, negative)"
1003,"(diesel engine, more expensive, negative)","(diesel engine, more expensive, negative)"
1004,"(torque, get so much, positive); (torque, getting a benefit, positive); (turbo lag, little bit, negative); (torque, linear, neutral); (torque, push back harder and harder, positive); (power, more and more, positive); (power, just effortless, positive); (power, feel at any moment you can pass the nectcar, positive); (power, pull a horse trailer in style and comfort, positive)","(torque, get so much, positive); (torque, getting a benefit, positive); (turbo lag, little bit, negative); (torque, linear, neutral); (torque, push back harder and harder, positive); (power, more and more, positive); (power, just effortless, positive); (power, feel at any moment you can pass the nectcar, positive); (power, pull a horse trailer in style and comfort, positive)"
1005,"(None, None, None)","(None, None, None)"
1006,"(sound, don't hear, negative); (radio, hear, positive)","(sound, don't hear, negative); (radio, hear, positive)"
1007,"(sound, can't hear torque, negative); (torque, can feel it, positive); (power, can really feel, positive); (power, won't hear, positive); (size, little, neutral); (size, not that big, neutral); (torque, so much, positive); (torque, pull your face off, positive)","(sound, can't hear torque, negative); (torque, can feel it, positive); (power, can really feel, positive); (power, won't hear, positive); (size, little, neutral); (size, not that big, neutral); (torque, so much, positive); (torque, pull your face off, positive)"
1008,"(car, love, positive); (price, expensive, positive); (price, lot of money, positive)","(car, love, positive); (price, expensive, positive); (price, lot of money, positive)"
1009,"(price, lot of money, positive); (seats, not cool, negative); (car, hot, positive)","(price, lot of money, positive); (seats, not cool, negative); (car, hot, positive)"
1010,"(sunroof, really nice, positive); (sunroof, panoramic, positive); (sunroof, cool, positive); (camera, coming way back down, neutral)","(sunroof, really nice, positive); (sunroof, panoramic, positive); (sunroof, cool, positive); (camera, coming way back down, neutral)"
1011,"(size, biggest, neutral); (size, takes up most of the car, positive)","(size, biggest, neutral); (size, takes up most of the car, positive)"
1012,"(interior, best in class, positive); (interior, feels little bit dated, negative); (screen, feels bit too small, negative)","(interior, best in class, positive); (interior, feels little bit dated, negative); (screen, feels bit bit too small, negative)"
1013,"(interior, getting better, positive); (interior, little bit too convoluted, negative)","(interior, getting better, positive); (interior, little bit too convoluted, negative)"
1014,"(interior, everything feels expensive, positive); (materials, nice to touch, positive); (interior, older, negative); (interior, aging, negative); (interior, still better than lot of interiors, positive)","(interior, everything feels expensive, positive); (materials, nice to touch, positive); (interior, older, negative); (interior, aging, negative); (interior, still better than lot of interiors, positive)"
1015,"(competition, very crowded segment, positive); (drive, my favorite, positive)","(competition, very crowded segment, positive); (drive, my favorite, positive)"
1016,"(car, not quite like sporty, neutral); (car, certainly sporty, positive); (car, can really feel what the wheels are doing, positive); (car, great sense of comfort, positive); (steering, ideal, positive); (seating position, ideal, positive)","(car, not quite like sporty, neutral); (car, certainly sporty, positive); (car, can really feel what the wheels are doing, positive); (car, great sense of comfort, positive); (steering, ideal, positive); (seating position, ideal, positive)"
1017,"(seats, excellent, positive); (seats, very comfortable, positive)","(seats, excellent, positive); (seats, very comfortable, positive)"
1018,"(None, None, None)","(None, None, None)"
1019,"(grip, relatively good, positive); (mud, relatively good, positive); (snow, relatively good, positive)","(grip, relatively good, positive); (mud, relatively good, positive); (snow, relatively good, positive)"
1020,"(interior, fantastic, positive)","(interior, fantastic, positive)"
1021,"(backseat, little tight, negative); (knee room, loosing little bit, negative); (seat, little tight, negative); (legroom, seat kind of get stuck under the seat, negative)","(backseat, little tight, negative); (knee room, loosing little bit, negative); (seat, little tight, negative); (legroom, seat kind of get stuck under the seat, negative)"
1022,"(trunk, amazing, positive)","(trunk, amazing, positive)"
1023,"(trunk, big enough, positive)","(trunk, big enough, positive)"
1024,"(None, None, None)","(None, None, None)"
1025,"(seat up, really impressive, positive); (seat up, from back here, positive)","(seat up, really impressive, positive); (seat up, from back here, positive)"
1026,"(trunk, everything feels so nice, positive); (trunk, actually comfortable, positive)","(trunk, everything feels so nice, positive); (trunk, actually comfortable for human being, positive)"
1027,"(None, None, None)","(None, None, None)"
1028,"(paddle shifters, ten to be slower, negative); (0 to 60 time, crazy fast, positive); (car, holding nicely, positive)","(tech, crazy fast, positive); (tech, not go around much, negative); (tech, needs to be upgraded, positive); (tech, very little break, negative); (tech, not intrependicated, negative); (tech, very little, negative)"
1029,"(0 to 60 time, identical, neutral)","(0 to 60 time, identical, neutral)"
1030,"(None, None, None)","(None, None, None)"
1031,"(sound, quiet, positive); (power, good, positive); (power plant, fantastic, positive); (torque, has mileage, positive); (engine, speed, positive); (engine, everyone should have one like this, positive); (fuel, diesel, neutral)","(sound, quiet, positive); (power, good, positive); (power, speed, positive); (power, fantastic, positive); (torque, has mileage, positive); (engine, speed, positive); (engine, everyone should have one like this, positive); (fuel, diesel, neutral)"
1032,"(None, None, None)","(None, None, None)"
1033,"(None, None, None)","(None, None, None)"
1034,"(technology, bridge between latest technology and autonomous cars, positive); (technology, latest, positive)","(technology, bridge between latest technology and autonomous cars, positive); (technology, latest, positive)"
1035,"(version, long, neutral); (cabin, gentle smells of spring, positive); (seat, massage feet, positive); (seat, massage back, positive); (drives, itself, positive)","(version, long, neutral); (cabin, gentle smells of spring, positive); (seat, massage feet, positive); (seat, massage back, positive); (drives, itself, positive)"
1036,"(torque, confident, positive)","(torque, confident, positive)"
1037,"(power, bad boy needs a lot, positive)","(power, bad boy needs a lot, positive)"
1038,"(exhaust, don't like, negative); (exhaust tips, fake, negative)","(exhaust, don't like, negative); (exhaust tips, fake, negative)"
1039,"(0 to 60 time, felt pretty fast, positive); (torque, rush towards start, positive); (torque, dissipitated little bit towards the end, negative)","(0 to 60 time, felt pretty fast, positive); (torque, rush of, positive); (torque, dissipated towards the end, negative); (car, six second, neutral)"
1040,"(None, None, None)","(None, None, None)"
1041,"(experience, very bespoke, positive); (experience, unique, positive); (experience, custom, positive); (profiles, several different, positive); (features, different, positive); (features, customized, positive); (doors, electric, neutral); (doors, newest feature, positive); (door open, gently put hand on the door, positive); (door close, gentle, positive); (events, coolest, positive); (events, open and close as you walk in, positive); (sound, incredibly silent, positive); (events, incredibly cool, positive); (car, cool party, positive); (event, reclines into the dashboard, positive); (wood, giant, neutral); (wood, very elegant, positive); (wood, beautiful, positive); (Google Earth, favorite, positive); (Google Earth, can zoom in, positive); (Google Earth, can zoom out, positive); (screens, three different, positive); (screens, customizable, positive); (features, lot other, positive); (screens, pretty configurable, positive); (settings, 400 different, neutral); (rpm, very small, negative); (rpm, can make bigger, positive); (guages, large, positive); (car, can set up the way you like, positive); (profiles, different, positive); (profiles, memorize, positive); (profiles, powerful way of customizing, positive); (profiles, making car familiar to you, positive); (smells, good, positive); (fragrance, can set, positive); (fragrance, really a preference, positive); (touch screen, take stress out of driving, positive); (touch screen, takes cognitive load off, positive); (touch screen, bit more intuitive, positive); (buttons, gotten rid of, neutral); (car, brand new, positive); (writing pad, natural handwriting recognition, positive); (car interaction, big upgrade, positive)","(experience, very bespoke, positive); (experience, unique, positive); (experience, custom, positive); (door, electric, neutral); (door, open slowly, positive); (sound, incredibly cool, positive); (seat, customizable, positive); (seat, senator, neutral); (screen, lot of, positive); (features, lot of, positive)"
1042,"(display, wonderful, positive); (display, giant sweeping piano black, positive); (screen, privacy, neutral); (buttons, not hard wired, positive)","(display, wonderful, positive); (display, giant sweeping piano black, positive); (screen, privacy, neutral); (buttons, not hard wired, positive)"
1043,"(display, lot of ways very elegant, positive); (economy, basically level two, neutral); (autonomous driving, not much would keep this car from being fully autonomous, positive); (drive, driving itself, positive); (autonomous driving, depends on conditions, positive)","(display, lot of ways very elegant, positive); (economy, basically level two, neutral); (drive, itself, positive); (driving, car is driving itself, positive); (driving, depends on the speed of the car, positive); (get your hands back, positive); (drive, depends on the conditions, positive)"
1044,"(front, classic Audi, neutral); (front, intersecting lines, neutral); (front, lots of angles, neutral); (front, very sharp, positive); (front, very mordern, positive); (back, changed quite a bit, neutral); (looks, feels like two different designers did the front in the back, negative); (back, no more intersecting lines, neutral); (back, round, neutral); (back, not angular, neutral); (back, sort of looks like Lincoln continental, neutral)","(front, classic Audi, neutral); (front, intersecting lines, neutral); (front, lots of angles, neutral); (front, very sharp, positive); (back, very mordern, positive); (back, no more intersecting lines, positive); (back, around the same as Lincoln Continental, neutral); (back, looks like Lincoln Continental, neutral)"
1045,"(headroom, plenty of, positive)","(headroom, plenty of, positive)"
1046,"(backseat environment, lot of control, positive); (control, best of, positive); (control, so much, positive); (backseat functions, not been able to learn, negative); (car, luxury, positive); (type, sedan, neutral); (comfort package, greatest thing, positive); (seats, individua; reroute, neutral); (seats, sport, neutral); (controls, lot of, positive); (seats, can recline a bit, positive); (seats, lumbar, positive); (rear seat control, remote, positive); (remote control, nice thing, positive); (seats, can adjust, positive); (seats, massage, positive); (massage programs, different, positive); (massage, 60 to 80 % more, positive); (luxury, higher level of, positive); (remote features, interesting, positive); (reading lights, matrix, positive); (reading lights, interesting, positive); (reading lights, can set different size, positive); (reading lights, can move around, positive); (reading lights, nice idea, positive); (front headlights, matrix beam, neutral)","(backseat environment, lot of control, positive); (backseat, luxury, positive); (seats, can recline a bit, positive); (seats, lot of controls, positive); (seats, can recline a bit, positive); (seats, lumbar, positive); (seats, you can change your mind at any time, positive); (seats, will do the rest of your life, positive); (seats, will do the rest of your back, positive); (seats,"
1047,"(None, None, None)","(None, None, None)"
1048,"(seats, heated, positive); (seats, cooled, positive); (seats, got heating all four, positive); (seats, massage all four, positive); (seats, lumbar all four, positive); (seats, ventilated, positive); (seats, recline, positive); (buttons, hardy hard, negative); (front seats, can control from rear, positive); (front seat control, cool, positive); (seats, can move forward for more legroom, positive); (utility, ski pass, positive); (utility, can put snowboard, positive); (control, pretty cool, positive); (interior design philosophy, sophisticated, positive); (interior design philosophy, simplistic, positive); (controls, sliders instead of buttons, positive)","(seats, heated, positive); (seats, cooled, positive); (seats, got heating all four, positive); (seats, massage all four, positive); (seats, lumbar all four, positive); (seats, ventilated, positive); (seats, recline, positive); (buttons, hardy hard, negative); (front seat, can control from rear, positive); (front seat, cool, positive)"
1049,"(technology, lot same as benteley, positive); (price, either a bargain or very expensive, neutral)","(technology, lot same as benteley, positive); (price, either a bargain or very expensive, neutral)"
1050,"(power, most powerful, positive); (engine, bigger, positive); (engine, sense of power, positive); (power, not unlimited, neutral); (engine, not a sense of world warping around, neutral); (engine, fast, neutral); (engine, not take your breadth away fast, neutral); (technology, so much needs to be powered, neutral)","(power, most powerful, positive); (engine, bigger, positive); (engine, sense of power, positive); (power, not unlimited, neutral); (engine, not a sense of world warping around, neutral); (engine, fast, neutral); (engine, not take your breadth away fast, neutral); (technology, so much need to be powered, neutral)"
1051,"(grill, laser, neutral); (grill, lets car sense its environment, positive); (sensors, suite of ultrasonic, positive)","(grill, laser, neutral); (grill, lets car sense its environment, positive); (sensors, suite of ultrasonic, positive)"
1052,"(None, None, None)","(None, None, None)"
1053,"(canyon, car will do it, positive); (canyon, not exactly designed, negative); (canyon, not happy not sad, negative)","(canyon, car will do it, positive); (canyon, not exactly designed, negative); (canyon, not happy not sad, negative)"
1054,"(steering, dynamic rear wheel, neutral); (car, more nimble, positive); (steering, front and back wheels steer, positive); (steering, has benefits, positive); (steering, all wheel, neutral); (corner handling, more accurately carve, positive); (curvy road, more accurately carve a corner, positive); (turning radius, much tighter, positive); (turning radius, a lot, positive); (turning radius, exact same as Audi A4, neutral); (size, by definition very large, positive)","(steering, dynamic rear wheel, neutral); (steering, front and back wheels steer, positive); (steering, has benefits, positive); (steering, all wheel, neutral); (turning radius, exact same as Audi A4, positive); (car, very large, positive)"
1055,"(version, short, neutral); (car, German luxury, positive); (Audi, would choose, positive); (technology, silver bullet, positive); (drive, all wheel, neutral); (car, kind of understated elegance, positive); (car, elegant and understated combination of sportiness and luxury, positive); (price, little too wealthy for old unit, negative)","(car, understated elegance, positive); (car, sportiest, positive); (car, elegant, positive); (car, understated combination of both, positive); (car, fast lane, positive); (car, beautiful, positive)"
1056,"(utility, of sedan, neutral); (car, sexiness of coupe, positive); (utility, of hatchback, neutral); (back, sport, positive); (type, all three coupe sedan hatchback mashed into one, positive)","(utility, of sedan, neutral); (car, sexiness of coupe, positive); (utility, of hatchback, positive); (back, sport, positive); (type, all three coupe sedan hatchback mashed into one, positive)"
1057,"(None, None, None)","(None, None, None)"
1058,"(utility, of sedan, neutral); (functionality, of hatchback, neutral); (room, of hatchback, neutral); (car, sport back, neutral)","(utility, of sedan, neutral); (functionality, of hatchback, positive); (room, of hatchback, positive); (car, sport back, positive); (car, special, positive)"
1059,"(profile, special, positive)","(profile, special, positive)"
1060,"(type, hatchback, neutral)","(type, hatchback, neutral)"
1061,"(car, lot sexier than A4 and A5, positive); (body, much sexier on top of it, positive)","(car, lot sexier than A4 and A5, positive); (body, much sexier on top of it, positive)"
1062,"(back, sport, neutral); (front doors, relatively short, positive)","(back, sport, neutral); (front doors, relatively short, positive)"
1063,"(doors, relatively short, negative); (get in and out, little tricker, negative)","(doors, relatively short, negative); (get in and out, little tricker, negative)"
1064,"(back, sport, neutral)","(back, sport, neutral)"
1065,"(drive, all four wheel, neutral)","(drive, all four wheel, neutral)"
1066,"(None, None, None)","(None, None, None)"
1067,"(roof, lower, neutral); (roof, sexier, positive); (get in, hard, negative); (get out, hard, negative)","(roof, lower, neutral); (roof, sexier, positive); (get in, hard, negative); (get out, hard, negative)"
1068,"(get in, crane my neck a little to get back, negative); (back, not too bad, neutral); (room, okay, neutral); (headroom, not a place I want to take road trip, negative); (back, more comfortable than you think, positive); (roof, has roofline, neutral)","(get in, crane my neck a little to get back, negative); (back, not too bad, neutral); (back, more comfortable than you think, positive); (roofline, car more comfortable than you think, positive); (back, sit in the back, not too hot, negative)"
1069,"(mpg, rather remarkable, neutral)","(mpg, rather remarkable, neutral)"
1070,"(navigation, fancy, positive); (wood, beautiful, positive); (stuff, expensive, positive); (vehicle, premium, positive); (utility, A4, positive); (functionality, A4, positive); (sexiness, A5 coop, positive); (car, completely different, positive); (car, beauty, positive); (car, combining coupe with sedan, positive)","(navigation, fancy, positive); (wood, beautiful, positive); (stuff, expensive, positive); (vehicle, premium, positive); (utility, A4, positive); (functionality, A4, positive); (sexiness, A5 coop, positive); (car, completely different, positive); (car, beauty, positive); (car, combining coupe with sedan, positive)"
1071,"(None, None, None)","(None, None, None)"
1072,"(design, very dynamic, positive); (design, functional, positive); (look, kind of sexy, positive); (look, stretched out, positive); (look, coop lines, neutral); (style, proper, positive)","(design, very dynamic, positive); (design, functional, positive); (look, kind of sexy, positive); (look, stretched out, positive); (look, proper style car, positive)"
1073,"(None, None, None)","(None, None, None)"
1074,"(car, fantastic, positive)","(car, fantastic, positive)"
1075,"(torque, immediate amount, positive); (turbo lag, little, negative); (transmission, dual clutch, neutral); (launch, evenly off the line, positive); (S5 sport back torque, so much, positive); (S5 sport back launch, very hard to get it smooth, negative); (drives, the way it handles, positive)","(torque, immediate amount, positive); (turbo lag, little, negative); (transmission, dual clutch, neutral); (launch, evenly off the line, positive); (s5 sport back, so much torque, positive); (s5 sport back, very hard to get it smoothly launch, negative); (handling, traditional would have to resort to manual gearboxes, negative); (drive, would have to resort to manual gearboxes, negative)"
1076,"(A5 sport back, love, positive); (A5 sport back, very similar to A4, neutral); (car, very confidence inspiring, positive); (handling, very neutral, neutral); (Quattro system, all wheather capability, positive); (Quattro system, all wheather confidence, positive); (drives, feel like rear wheel, neutral); (steering, missing a little bit of sporting, negative); (sport mode steering, heavy, neutral); (sport mode shift, little bit later, negative); (steering, not necessarily more communicative, negative)","(steering, missing a little bit of sporting, negative); (steering, very similar to A4, neutral); (steering, very confidence inspiring, positive); (drive, feel like rear wheel, neutral); (Quattro system, all wheather capability, positive); (Quattro system, individual, neutral); (Quattro system, smooth, positive); (Quattro system, responsive, positive); (Quattro system, smooth, positive); (Quattro system, not completely flat, negative); ("
1077,"(steering, electronic, neutral); (steering, falls down, negative); (navigation, favorite feature, positive); (navigation, configurable, positive); (navigation, so tomorrow, positive); (Audi, new, positive); (navigation, well, positive)","(steering, electronic, neutral); (steering, where electronic, neutral); (navigation, favorite feature, positive); (navigation, configurable, positive); (navigation, so tomorrow, positive); (Audi, new, positive); (navigation, well, positive)"
1078,"(generation, second, neutral); (purchase, easy go for it, positive); (utility, love, positive); (utility, of hatchback, positive); (car, sexiness of coupe, positive)","(purchase, easy go for it, positive); (utility, love, positive); (car, sexiness of coupe, positive); (car, fast lane, positive); (car, little bit more driving, positive)"
1079,"(boot capacity, all that room, positive); (boot capacity, can get kayak, positive); (boot capacity, can get bike, positive); (seats, folding, positive)","(boot capacity, all that room, positive); (boot capacity, can get kayak, positive); (boot capacity, can get bike, positive); (boot capacity, can get bike, positive); (boot capacity, can get bike, positive); (boot capacity, can get kayak, positive); (boot capacity, can get bike, positive); (boot capacity, can get bike, positive); (boot capacity, can get kayak, positive)"
1080,"(None, None, None)","(None, None, None)"
1081,"(engine, pretty, positive); (Audi, brand new, positive)","(engine, pretty, positive); (Audi, brand new, positive)"
1082,"(badge, little, neutral); (badge, tiny, neutral); (air intakes, lower, neutral); (headlights, new, positive); (horsepower, kind of confusing, negative); (horsepower, not terrible really, negative); (mirror, chrome, neutral); (mirror, lovely, positive); (exhaust, premium looking, positive); (exhaust, bad ass, positive); (exhaust, pretty sweet, positive); (exhaust, looks pretty bad ass, positive); (exhaust, poking, neutral)","(badge, little, neutral); (badge, tiny, neutral); (air intakes, lower, neutral); (headlights, new, positive); (horsepower, kind of confusing, negative); (horsepower, not terrible really, negative); (mirror, chrome, neutral); (mirror, pretty sweet, positive); (looks, pretty bad, negative)"
1083,"(0 to 60, under five seconds, negative)","(0 to 60, under five seconds, negative)"
1084,"(None, None, None)","(None, None, None)"
1085,"(back room, not too bad, neutral); (body, very small, negative); (body, not really big, negative); (room, enough, neutral); (back, surprisingly deep, positive); (back, can move back little bit, positive)","(back room, not too bad, neutral); (body, very small, negative); (body, not really big, negative); (room, enough, positive); (back, surprisingly deep, positive); (back, can move back little bit, positive)"
1086,"(looks, marvelous, positive)","(looks, marvelous, positive)"
1087,"(steering wheel, flat bottom, neutral); (dual clutch, unavailable, negative)","(steering wheel, flat bottom, neutral); (dual clutch, unavailable, negative)"
1088,"(back comfort, not bad, neutral)","(back comfort, not bad, neutral)"
1089,"(comfort, not bad, negative); (car, sports, positive); (car, hard, neutral); (car, precise, positive); (car, bumps, neutral); (car, jumps, neutral); (sound, rattles your teeth, neutral); (corner handlig, fast, positive); (corner handling, flat, positive); (car, not bad, neutral)","(comfort, not bad, negative); (car, sports, positive); (car, hard, neutral); (car, precise, positive); (car, bumps, neutral); (car, jumps, neutral); (sound, rattles your teeth, neutral); (corner handlig, fast, positive); (corner handling, flat, positive); (car, not bad, neutral)"
1090,"(None, None, None)","(None, None, None)"
1091,"(None, None, None)","(None, None, None)"
1092,"(None, None, None)","(None, None, None)"
1093,"(car, convertible, positive); (car, enjoy wide open road, positive); (car, feel classic wind in your hair, positive); (driving experience, not missing out on anything, positive)","(car, convertible, positive); (car, enjoy wide open road, positive); (car, feel classic wind in your hair, positive); (driving experience, not missing out on anything, positive)"
1094,"(BMW, ultimate drive machine, positive); (offroad, can be good, positive)","(BMW, ultimate drive machine, positive); (offroad, can be good, positive)"
1095,"(None, None, None)","(None, None, None)"
1096,"(None, None, None)","(None, None, None)"
1097,"(None, None, None)","(None, None, None)"
1098,"(None, None, None)","(None, None, None)"
1099,"(parking assist, little annoying, negative)","(parking assist, little annoying, negative)"
1100,"(offroading traction control, advanced, positive); (offroading traction control, electronic, positive); (offroadinfg, just fine, positive)","(offroading traction control, advanced, positive); (offroading traction control, electronic, positive); (offroadinfg, just fine, positive)"
1101,"(tire, all season, neutral); (tire, very popular with German brands, positive); (tire, relatively good for offroad, positive); (offroader, light, neutral); (offroad, would have to upgrade these tires to an all terrain tire, negative)","(tire, all season, neutral); (tire, very popular with German brands, positive); (tire, relatively good for offroad, positive); (tire, light, neutral); (tire, would have to upgrade these tires to an all terrain tire, negative)"
1102,"(None, None, None)","(None, None, None)"
1103,"(offroad, not vehicle designed for it, neutral)","(offroad, not vehicle designed for it, neutral)"
1104,"(offroad, actually not bad, positive); (air suspension, lucky, positive); (height, can raise or lower the vehicle, positive); (vehicle lowest setting, pretty miserable for offroading, negative)","(offroad, actually not bad, positive); (air suspension, pretty miserable for offroading, negative); (air suspension, raise and lower the vehicle, positive); (air suspension, show exactly how much difference it makes, positive); (air suspension, very very good, positive)"
1105,"(departure angle, better, positive); (sight, does well, positive); (camera, cool, positive); (camera, full 360 degree, neutral); (camera, can see over the top of the hill, positive); (BMW X5, new, positive); (price, very expensive, negative); (camera, relatively high definition, positive); (camera, does a really good job, positive); (offroad, one of the new wonders, positive); (visibility, not ideal, negative)","(offroad visibility, relatively high, positive); (camera, full 360 degree, neutral); (camera, expensive, positive); (camera, does a really good job, positive); (offroad visibility, one of the new wonders, positive); (visibility, bad boy doesn't exist, negative)"
1106,"(chasis, teeter totter, neutral)","(chasis, teeter totter, neutral)"
1107,"(chasis, very rigid, positive)","(chasis, very rigid, positive)"
1108,"(brand, very familiar, positive)","(brand, very familiar, positive)"
1109,"(front grill, new design language, positive); (front grill, big, positive); (front grill, XL, positive); (grill, big, positive)","(front grill, new design language, positive); (front grill, big, positive); (front grill, XL, positive); (grill, big, positive)"
1110,"(front, double XL, positive); (inside, pretty much classic, positive); (digital dash, new, positive); (display, very big, positive); (gear selector, funky, negative); (gear selector, never fallen in love, negative); (controls, whole bunch of different, positive)","(front, double XL, positive); (inside, pretty much classic, positive); (digital dash, new, positive); (display, very big, positive); (gear selector, funky, negative); (gear selector, never fallen in love, negative); (controls, whole bunch of different, positive)"
1111,"(headroom, plenty of, positive); (sunroof, massive, positive); (sunroof, stretches all the way back, positive); (room, plenty of, positive); (back, see five people in relative comfort, positive)","(headroom, plenty of, positive); (sunroof, massive, positive); (sunroof, stretches all the way back, positive); (room, plenty of, positive); (back, see five people in relative comfort, positive)"
1112,"(room, generous look, positive); (back, lot of space, positive); (backpacks, two big, neutral); (split gate, love, positive); (split gate, really great for offroading, positive); (split gate, really great for overlanding, positive); (height, lowered, neutral); (split gate height, squats far down, neutral); (split gate height, pets can get in, positive); (split gate, incredible, positive); (split gate, really thoughtful, positive); (split gate, can lower, positive); (split gate, can raise for offroad, positive); (air suspension, probably not the suspension you want, negative)","(room, generous look, positive); (back, lot of space, positive); (split gate, love, positive); (split gate, incredible, positive); (split gate, really thoughtful, positive); (split gate, can lowered so much, positive); (split gate, not for offroading, negative); (split gate, will raise it when offroad, positive); (split gate, car will keep you there, positive)"
1113,"(water porting, not the vehicle to go across, negative)","(water porting, not the vehicle to go across, negative)"
1114,"(None, None, None)","(None, None, None)"
1115,"(river, not the vehicle you'd want to take across, negative); (offroad, not as good as Land Rover, negative); (offroad, not as good as Range Rover, negative); (car, heritage of onroad driving, positive); (woods, not have any problems, positive); (woods, hgets a little dusty and mudy, neutral); (mountains, just fine, positive); (snow storm, just fine, positive); (offroad, not the ultimate machine, negative); (serious offroad, may want to stick to German cars, positive)","(offroad, not as good as Land Rover, negative); (offroad, not as good as Range Rover, negative); (snowstorm, do just fine, positive); (snowstorm, not dangerous, negative); (snowstorm, not dangerous, negative); (snowstorm, not dangerous, negative)"
1116,"(None, None, None)","(None, None, None)"
1117,"(None, None, None)","(None, None, None)"
1118,"(looks, similar to outgoing car, positive); (wheelbase, stretched, neutral); (length, more, neutral); (car, wider, neutral); (roof line, sleek, positive); (roof line, lowered by 0.1 inch, positive); (inside, more room, positive)","(looks, very similar to outgoing car, positive); (wheelbase, stretched, neutral); (length, more, neutral); (car, wider, neutral); (roof line, sleek, positive); (roof line, lowered by 0.1 inch, positive); (inside, more room, positive)"
1119,"(None, None, None)","(None, None, None)"
1120,"(price, starts little bit less, positive)","(price, starts little bit less, positive)"
1121,"(crossover, more traditional, neutral); (design, sleek, positive); (performance, high, positive); (car, luxury machine, positive); (competition, quite a bit, positive); (X line up, very popular, positive); (hood, progress, positive)","(crossover, more traditional, neutral); (design, sleek, positive); (performance, high, positive); (car, luxury machine, positive); (competition, quite a bit, positive); (X line up, very popular, positive); (hood, progress, positive)"
1122,"(drive, all wheel, neutral); (torque, lot more, positive)","(drive, all wheel, neutral); (torque, lot more, positive); (transmission, eight speed, neutral); (drive, all wheel, neutral)"
1123,"(cockpit, typical BMW, neutral); (cockpit, really good, positive); (driving dynamics, pride themselves, positive); (feel behind the steering, pride themselves, positive)","(cockpit, typical BMW, neutral); (cockpit, really good, positive); (driving dynamics, pride themselves, positive); (feel behind the steering, pride themselves, positive)"
